ceoPLOTID,LONGITUDE,LATITUDE,seesAOIplot,AOI_NUM,ceoPLOT_NUM,ceoTREES_CANOPYCOVER,ceoBUSH_SCRUB,ceoGRASS,ceoCultivatedVeg,ceoWaterTreatedPool,ceoWaterLakePondedContainer,ceoWaterRiverStream,ceoWaterIrrigation,ceoShadow,ceoUnknown,ceoBareGround,ceoBuilding,ceoImperviousSurface
137374064,-96.74490079,33.09394449,2616,26,16,16.52892562,0,30.5785124,0,1.652892562,0,0,0,0,0,0,28.09917355,23.14049587
137374065,-96.74490079,33.09770734,2617,26,17,26.44628099,0,14.04958678,0,3.305785124,0,0,0,0,0,0,23.96694215,32.23140496
137374066,-96.74490079,33.10147004,2618,26,18,19.00826446,0,14.87603306,0,0,0,0,0,0,0,0,20.66115702,45.45454545
137374067,-96.74040921,33.08265495,2619,26,19,20.66115702,0,21.48760331,0,3.305785124,0,0,0,0,0,0,26.44628099,28.09917355
137374068,-96.74040921,33.08641829,2620,26,20,7.438016529,0,11.57024793,0,0.826446281,0,0,0,0,0,0,18.18181818,61.98347107
137374069,-96.74040921,33.09018147,2621,26,21,10.74380165,0,25.61983471,0,2.479338843,0,0,0,0,0,0,29.75206612,31.40495868
137374070,-96.74040921,33.09394449,2622,26,22,23.14049587,0,19.83471074,0,0.826446281,0,0,0,0,0,0,37.19008264,19.00826446
137374071,-96.74040921,33.09770734,2623,26,23,16.52892562,0,26.44628099,0,0,0,0,0,0,0,0,20.66115702,36.36363636
137374072,-96.74040921,33.10147004,2624,26,24,23.96694215,0,20.66115702,0,0,0,0,0,0,0,0,15.70247934,39.66942149
137374073,-96.73591764,33.08265495,2625,26,25,67.76859504,0,10.74380165,0,3.305785124,0,0,0,0,0,0,4.958677686,13.2231405
137374074,-96.73591764,33.08641829,2626,26,26,0,0,25.61983471,0,0,0,0,0,0,0,0,14.87603306,59.50413223
137374075,-96.73591764,33.09018147,2627,26,27,76.03305785,0,11.57024793,0,0,0,0,0,0,0,0,2.479338843,9.917355372
137374076,-96.73591764,33.09394449,2628,26,28,19.83471074,0,0,15.70247934,0,0,0,0,1.652892562,0,0.826446281,35.53719008,26.44628099
137374077,-96.73591764,33.09770734,2629,26,29,18.18181818,0,38.01652893,0,0,0,0,0,0,0,0,24.79338843,19.00826446
137374078,-96.73591764,33.10147004,2630,26,30,9.090909091,0,28.92561983,0,0,0,0,0,0,0,0,26.44628099,35.53719008
137374079,-96.73142606,33.08265495,2631,26,31,28.92561983,0,12.39669421,0,0.826446281,0,0,0,0,0,0,32.23140496,25.61983471
137374080,-96.73142606,33.08641829,2632,26,32,28.09917355,1.652892562,13.2231405,0,6.611570248,0,0,0,0,0,0.826446281,3.305785124,46.28099174
137374081,-96.73142606,33.09018147,2633,26,33,24.79338843,0,14.04958678,0,0,0,0,0,0,0,0,39.66942149,21.48760331
137374082,-96.73142606,33.09394449,2634,26,34,15.70247934,0,26.44628099,0,1.652892562,0,0,0,0,0,0,17.3553719,38.84297521
137374083,-96.73142606,33.09770734,2635,26,35,7.438016529,0,30.5785124,0,0.826446281,0,0,0,0,0,0,31.40495868,29.75206612
137374084,-96.73142606,33.10147004,2636,26,36,0,0,0,0,0,0,0,0,0,0,100,0,0
137374157,-97.89671994,30.29385585,2901,29,1,42.97520661,0,21.48760331,0,0.826446281,0,0,0,14.04958678,0,1.652892562,0,19.00826446
137374158,-97.89671994,30.29773403,2902,29,2,89.25619835,0,0,0,0,0,0,0,1.652892562,0,9.090909091,0,0
137374159,-97.89671994,30.30161205,2903,29,3,82.6446281,0,0,0,0,0,0,0,2.479338843,0,14.87603306,0,0
137374160,-97.89671994,30.30548991,2904,29,4,68.595041320000007,0,4.958677686,0,0,0,0,0,9.090909091,0,8.26446281,0,9.090909091
137374161,-97.89671994,30.30936763,2905,29,5,34.7107438,1.652892562,23.14049587,0,0,0,0,0,9.917355372,0,0,0,30.5785124
137374162,-97.89671994,30.31324519,2906,29,6,28.09917355,0.826446281,13.2231405,0,0,0,0,0,17.3553719,0,0,0,40.49586777
137374163,-97.89222836,30.29385585,2907,29,7,91.73553719,0,0.826446281,0,0,0,0,0,4.132231405,0,3.305785124,0,0
137374164,-97.89222836,30.29773403,2908,29,8,56.19834711,0,5.785123967,0,0,0,0,0,9.090909091,0,0,0,28.92561983
137374165,-97.89222836,30.30161205,2909,29,9,56.19834711,0,4.132231405,0,0,0,0,0,11.57024793,0,2.479338843,0,25.61983471
137374166,-97.89222836,30.30548991,2910,29,10,43.80165289,0,38.01652893,0,0,0,0,0,9.917355372,0,0,0,8.26446281
137374167,-97.89222836,30.30936763,2911,29,11,58.67768595,0,0,0,0,0,0,0,4.958677686,0,33.88429752,0,2.479338843
137374168,-97.89222836,30.31324519,2912,29,12,57.85123967,0,0,0,0,0,0,0,4.132231405,0,38.01652893,0,0
137374169,-97.88773679,30.29385585,2913,29,13,73.55371901,0,0,0,0,0,16.52892562,0,2.479338843,0,7.438016529,0,0
137374170,-97.88773679,30.29773403,2914,29,14,74.38016529,0,0,0,0,0,0,0,7.438016529,0,18.18181818,0,0
137374171,-97.88773679,30.30161205,2915,29,15,95.04132231,0,0,0,0,0,0,0,1.652892562,0,3.305785124,0,0
137374172,-97.88773679,30.30548991,2916,29,16,56.19834711,0,0,0,0,0,0,0,8.26446281,0,35.53719008,0,0
137374173,-97.88773679,30.30936763,2917,29,17,29.75206612,0,0,0,0,0,0,0,9.917355372,0,53.71900826,0,6.611570248
137374174,-97.88773679,30.31324519,2918,29,18,75.20661157,0,0,0,0,0,0,0,4.132231405,0,20.66115702,0,0
137374175,-97.88324521,30.29385585,2919,29,19,80.99173554,0,0.826446281,0,0,0,0,0,6.611570248,0,11.57024793,0,0
137374176,-97.88324521,30.29773403,2920,29,20,99.17355372,0,0,0,0,0,0,0,0,0,0.826446281,0,0
137374177,-97.88324521,30.30161205,2921,29,21,77.68595041,0,0,0,0,0,0,0,6.611570248,0,15.70247934,0,0
137374178,-97.88324521,30.30548991,2922,29,22,31.40495868,0,32.23140496,0,0,0,0,0,4.132231405,0,9.917355372,0,22.31404959
137374179,-97.88324521,30.30936763,2923,29,23,62.80991736,0,0,0,0,0,0,0,5.785123967,0,31.40495868,0,0
137374180,-97.88324521,30.31324519,2924,29,24,48.76033058,0,0,0,0,0,0,0,2.479338843,0,48.76033058,0,0
137374181,-97.87875364,30.29385585,2925,29,25,57.02479339,1.652892562,13.2231405,0,0,0,0,0,14.04958678,0,4.132231405,0,9.917355372
137374182,-97.87875364,30.29773403,2926,29,26,84.29752066,0,0.826446281,0,0,0,4.958677686,0,6.611570248,0,3.305785124,0,0
137374183,-97.87875364,30.30161205,2927,29,27,66.94214876,0,3.305785124,0,0,0,0,0,12.39669421,1.652892562,9.090909091,0,6.611570248
137374184,-97.87875364,30.30548991,2928,29,28,22.31404959,0,42.14876033,0,0,0,0,0,9.917355372,0,14.87603306,0,10.74380165
137374185,-97.87875364,30.30936763,2929,29,29,88.42975207,0,0.826446281,0,0,0,0,0,1.652892562,0,0.826446281,0,8.26446281
137374186,-97.87875364,30.31324519,2930,29,30,85.12396694,0,9.090909091,0,0,0,0,0,2.479338843,0,0,0,3.305785124
137374187,-97.87426206,30.29385585,2931,29,31,17.3553719,1.652892562,25.61983471,0,0,0.826446281,0,0,18.18181818,0,1.652892562,0,34.7107438
137374188,-97.87426206,30.29773403,2932,29,32,78.51239669,6.611570248,3.305785124,0,0,0,0,0,4.132231405,0,7.438016529,0,0
137374189,-97.87426206,30.30161205,2933,29,33,57.02479339,0,24.79338843,0,0,0,0,0,9.917355372,0,7.438016529,0,0.826446281
137374190,-97.87426206,30.30548991,2934,29,34,84.29752066,0,0,0,0,0,0,0,0,0,15.70247934,0,0
137374191,-97.87426206,30.30936763,2935,29,35,61.15702479,0,24.79338843,0,0,0,0,0,2.479338843,0,2.479338843,0,9.090909091
137374192,-97.87426206,30.31324519,2936,29,36,100,0,0,0,0,0,0,0,0,0,0,0,0
137374193,-87.08302194,33.23760857,3001,30,1,0,0,0,0,0,100,0,0,0,0,0,0,0
137374194,-87.08302194,33.24136526,3002,30,2,100,0,0,0,0,0,0,0,0,0,0,0,0
137374195,-87.08302194,33.24512179,3003,30,3,77.68595041,0,0,11.57024793,0,0,0,0,0,0,0,3.305785124,7.438016529
137374196,-87.08302194,33.24887817,3004,30,4,68.595041320000007,0,16.52892562,0,0,0,0,0,0,0,0,0,14.87603306
137374197,-87.08302194,33.25263438,3005,30,5,14.04958678,0,0,58.67768595,0,0,0,0,0,0,0,3.305785124,23.96694215
137374198,-87.08302194,33.25639043,3006,30,6,12.39669421,0,87.60330579,0,0,0,0,0,0,0,0,0,0
137374199,-87.07853036,33.23760857,3007,30,7,100,0,0,0,0,0,0,0,0,0,0,0,0
137374200,-87.07853036,33.24136526,3008,30,8,97.52066116,0,2.479338843,0,0,0,0,0,0,0,0,0,0
137374201,-87.07853036,33.24512179,3009,30,9,100,0,0,0,0,0,0,0,0,0,0,0,0
137374202,-87.07853036,33.24887817,3010,30,10,98.34710744,0,0,1.652892562,0,0,0,0,0,0,0,0,0
137374203,-87.07853036,33.25263438,3011,30,11,86.7768595,0,0,4.132231405,0,0,0,0,0,0,0,0,9.090909091
137374204,-87.07853036,33.25639043,3012,30,12,64.46280992,0,5.785123967,0,0,0,0,0,0,0,0,0,29.75206612
137374205,-87.07403879,33.23760857,3013,30,13,100,0,0,0,0,0,0,0,0,0,0,0,0
137374206,-87.07403879,33.24136526,3014,30,14,100,0,0,0,0,0,0,0,0,0,0,0,0
137374207,-87.07403879,33.24512179,3015,30,15,100,0,0,0,0,0,0,0,0,0,0,0,0
137374208,-87.07403879,33.24887817,3016,30,16,90.90909091,0,0,0,0,0,0,0,0,0,0,0,9.090909091
137374209,-87.07403879,33.25263438,3017,30,17,100,0,0,0,0,0,0,0,0,0,0,0,0
137374210,-87.07403879,33.25639043,3018,30,18,26.44628099,0,0,0,0,0,0,0,0,0,73.55371901,0,0
137374211,-87.06954721,33.23760857,3019,30,19,100,0,0,0,0,0,0,0,0,0,0,0,0
137374212,-87.06954721,33.24136526,3020,30,20,100,0,0,0,0,0,0,0,0,0,0,0,0
137374213,-87.06954721,33.24512179,3021,30,21,100,0,0,0,0,0,0,0,0,0,0,0,0
137374214,-87.06954721,33.24887817,3022,30,22,90.90909091,0,0,4.132231405,0,0,0,0,0,0,0,4.958677686,0
137374215,-87.06954721,33.25263438,3023,30,23,96.69421488,0,0,0.826446281,0,0,0,0,0,0,0,0,2.479338843
137374216,-87.06954721,33.25639043,3024,30,24,100,0,0,0,0,0,0,0,0,0,0,0,0
137374217,-87.06505564,33.23760857,3025,30,25,100,0,0,0,0,0,0,0,0,0,0,0,0
137374218,-87.06505564,33.24136526,3026,30,26,86.7768595,0,0,0,0,0,13.2231405,0,0,0,0,0,0
137374219,-87.06505564,33.24512179,3027,30,27,100,0,0,0,0,0,0,0,0,0,0,0,0
137374220,-87.06505564,33.24887817,3028,30,28,100,0,0,0,0,0,0,0,0,0,0,0,0
137374221,-87.06505564,33.25263438,3029,30,29,80.16528926,0,0,0,0,0,0,0,0,0,0,4.132231405,15.70247934
137374222,-87.06505564,33.25639043,3030,30,30,93.38842975,0,6.611570248,0,0,0,0,0,0,0,0,0,0
137374223,-87.06056406,33.23760857,3031,30,31,69.4214876,0,0,22.31404959,0,0,0,0,0,0,0,0,8.26446281
137374224,-87.06056406,33.24136526,3032,30,32,100,0,0,0,0,0,0,0,0,0,0,0,0
137374225,-87.06056406,33.24512179,3033,30,33,100,0,0,0,0,0,0,0,0,0,0,0,0
137374226,-87.06056406,33.24887817,3034,30,34,100,0,0,0,0,0,0,0,0,0,0,0,0
137374227,-87.06056406,33.25263438,3035,30,35,100,0,0,0,0,0,0,0,0,0,0,0,0
137374228,-87.06056406,33.25639043,3036,30,36,88.42975207,0,0,2.479338843,0,0,0,0,0,0,2.479338843,3.305785124,3.305785124
137374229,-84.36263894,34.01790326,3101,31,1,9.917355372,4.132231405,19.83471074,0,0,0,0,0,0,0,12.39669421,9.090909091,44.62809917
137374230,-84.36263894,34.02162608,3102,31,2,7.438016529,0,12.39669421,0,0,0,0,0,0,0,6.611570248,29.75206612,43.80165289
137374231,-84.36263894,34.02534873,3103,31,3,2.479338843,1.652892562,9.090909091,0,0,0,0,0,0,0,17.3553719,42.97520661,26.44628099
137374232,-84.36263894,34.02907123,3104,31,4,17.3553719,0.826446281,28.92561983,0,0,0,0,0,0.826446281,0,9.090909091,19.83471074,23.14049587
137374233,-84.36263894,34.03279355,3105,31,5,38.84297521,2.479338843,14.87603306,0,0,0,0,0,0,0,2.479338843,17.3553719,23.96694215
137374234,-84.36263894,34.03651572,3106,31,6,36.36363636,0,35.53719008,0,0,0,0,0,1.652892562,0,0.826446281,12.39669421,13.2231405
137374235,-84.35814736,34.01790326,3107,31,7,57.02479339,16.52892562,1.652892562,0,0,0,0,0,0,0,21.48760331,1.652892562,1.652892562
137374236,-84.35814736,34.02162608,3108,31,8,32.23140496,0,13.2231405,0,0,0,0,0,0,0,4.132231405,13.2231405,37.19008264
137374237,-84.35814736,34.02534873,3109,31,9,9.090909091,0,12.39669421,0,0,0,0,0,0,0,5.785123967,28.09917355,44.62809917
137374238,-84.35814736,34.02907123,3110,31,10,34.7107438,0,24.79338843,0,0,0,0,0,0,0,0,7.438016529,33.05785124
137374239,-84.35814736,34.03279355,3111,31,11,37.19008264,0.826446281,6.611570248,0.826446281,0,0,0,0,0,0,0.826446281,24.79338843,28.92561983
137374240,-84.35814736,34.03651572,3112,31,12,19.00826446,0,12.39669421,0.826446281,0,47.9338843,0,0,0,0,4.132231405,8.26446281,7.438016529
137374241,-84.35365579,34.01790326,3113,31,13,57.85123967,6.611570248,8.26446281,0,0,0,0,0,0,0,12.39669421,2.479338843,12.39669421
137374242,-84.35365579,34.02162608,3114,31,14,95.8677686,0,0,1.652892562,0,0,0,0,0,0,0,2.479338843,0
137374243,-84.35365579,34.02534873,3115,31,15,27.27272727,0,1.652892562,4.132231405,0,0,0,0,1.652892562,0,1.652892562,14.04958678,49.58677686
137374244,-84.35365579,34.02907123,3116,31,16,28.92561983,0,20.66115702,0,0,0,0,0,0,0,0,23.14049587,27.27272727
137374245,-84.35365579,34.03279355,3117,31,17,19.83471074,0,25.61983471,0,0,0,0,0,0.826446281,0,9.090909091,19.83471074,24.79338843
137374246,-84.35365579,34.03651572,3118,31,18,22.31404959,0,14.04958678,4.132231405,0,0,0,0,0,0,0,18.18181818,41.32231405
137374247,-84.34916421,34.01790326,3119,31,19,87.60330579,0,4.958677686,0,0,0,0,0,0,0,0,0,7.438016529
137374248,-84.34916421,34.02162608,3120,31,20,14.04958678,0,20.66115702,4.132231405,0,0,0,0,0,0,4.958677686,0,56.19834711
137374249,-84.34916421,34.02534873,3121,31,21,46.28099174,0,25.61983471,1.652892562,0,0,0,0,1.652892562,0,0,5.785123967,19.00826446
137374250,-84.34916421,34.02907123,3122,31,22,43.80165289,3.305785124,19.00826446,0,0,0,0,0,0,0,0,22.31404959,11.57024793
137374251,-84.34916421,34.03279355,3123,31,23,73.55371901,0,0,0,0,0,0,0,0,0,0,3.305785124,23.14049587
137374252,-84.34916421,34.03651572,3124,31,24,39.66942149,0,34.7107438,0,0,0,0,0,0,0,1.652892562,11.57024793,12.39669421
137374253,-84.34467264,34.01790326,3125,31,25,82.6446281,0,2.479338843,0,0,0,0,0,0,0,0,0.826446281,14.04958678
137374254,-84.34467264,34.02162608,3126,31,26,48.76033058,0,20.66115702,0,0,0,0,0,0,0,10.74380165,9.090909091,10.74380165
137374255,-84.34467264,34.02534873,3127,31,27,39.66942149,0,23.96694215,0,0,0,0,0,0,0,0,12.39669421,23.96694215
137374256,-84.34467264,34.02907123,3128,31,28,47.10743802,1.652892562,24.79338843,0,0,0,0,0,0,0,9.090909091,10.74380165,6.611570248
137374257,-84.34467264,34.03279355,3129,31,29,13.2231405,0,5.785123967,0,0,0,0,0,0,0,3.305785124,20.66115702,57.02479339
137374258,-84.34467264,34.03651572,3130,31,30,17.3553719,1.652892562,8.26446281,0,0,0,0,0,0,0,1.652892562,27.27272727,43.80165289
137374259,-84.34018106,34.01790326,3131,31,31,60.33057851,0.826446281,14.04958678,0,0.826446281,0,0,0,0,0,6.611570248,6.611570248,10.74380165
137374260,-84.34018106,34.02162608,3132,31,32,51.23966942,0,14.87603306,0,0,0,0,0,1.652892562,0,5.785123967,14.87603306,11.57024793
137374261,-84.34018106,34.02534873,3133,31,33,57.02479339,0,0,29.75206612,0.826446281,0,0,0,0,0,0,7.438016529,4.958677686
137374262,-84.34018106,34.02907123,3134,31,34,53.71900826,0,14.04958678,0,0,0,0,0,0,4.958677686,1.652892562,18.18181818,7.438016529
137374263,-84.34018106,34.03279355,3135,31,35,0,0,11.57024793,0,0,0,0,0,0,0,0,24.79338843,63.63636364
137374264,-84.34018106,34.03651572,3136,31,36,9.917355372,0,19.00826446,0,0,0,0,0,0,0,0,47.9338843,23.14049587
137374373,-95.53238894,30.17441307,3501,35,1,42.97520661,0,0,11.57024793,0.826446281,0,0,0,7.438016529,0,0,26.44628099,10.74380165
137374374,-95.53238894,30.17829595,3502,35,2,52.0661157,0,0,15.70247934,0,0,0,0,4.958677686,0,0,0,27.27272727
137374375,-95.53238894,30.18217869,3503,35,3,61.15702479,0,0,9.917355372,0,0,0,0,0,0,0,9.917355372,19.00826446
137374376,-95.53238894,30.18606127,3504,35,4,39.66942149,0.826446281,9.917355372,0,0,0,0,0,0.826446281,0,0,23.96694215,24.79338843
137374377,-95.53238894,30.1899437,3505,35,5,20.66115702,0,0,45.45454545,0.826446281,0,0,0,0,0,0,6.611570248,26.44628099
137374378,-95.53238894,30.19382598,3506,35,6,61.15702479,0,0,12.39669421,2.479338843,0,0,0,0,0,0,17.3553719,6.611570248
137374379,-95.52789736,30.17441307,3507,35,7,57.02479339,0,0.826446281,9.917355372,2.479338843,0,0,0,6.611570248,0,0,9.917355372,13.2231405
137374380,-95.52789736,30.17829595,3508,35,8,47.9338843,0,4.132231405,12.39669421,0.826446281,6.611570248,0,0,0,0,0,10.74380165,17.3553719
137374381,-95.52789736,30.18217869,3509,35,9,54.54545455,0,0.826446281,10.74380165,0.826446281,0,0,0,0,0,0,19.00826446,14.04958678
137374382,-95.52789736,30.18606127,3510,35,10,28.09917355,0,0,57.02479339,0.826446281,0,0,0,0,0,1.652892562,3.305785124,9.090909091
137374383,-95.52789736,30.1899437,3511,35,11,23.96694215,0,2.479338843,51.23966942,0,6.611570248,0,0,0,0,0,1.652892562,14.04958678
137374384,-95.52789736,30.19382598,3512,35,12,47.9338843,0,30.5785124,11.57024793,0,0,1.652892562,3.305785124,0,0,1.652892562,0,3.305785124
137374385,-95.52340579,30.17441307,3513,35,13,80.99173554,0,3.305785124,0,0,0,0,0,4.958677686,0,2.479338843,1.652892562,6.611570248
137374386,-95.52340579,30.17829595,3514,35,14,45.45454545,0,0,9.090909091,0.826446281,0,0,0,1.652892562,0.826446281,1.652892562,23.96694215,16.52892562
137374387,-95.52340579,30.18217869,3515,35,15,59.50413223,0,0,5.785123967,1.652892562,0,0,0,0,0.826446281,1.652892562,6.611570248,23.96694215
137374388,-95.52340579,30.18606127,3516,35,16,34.7107438,0,0,32.23140496,0,0,0,0,0,0,0,0,33.05785124
137374389,-95.52340579,30.1899437,3517,35,17,13.2231405,0,0,66.94214876,0.826446281,0.826446281,0,0,0,0,0,9.917355372,8.26446281
137374390,-95.52340579,30.19382598,3518,35,18,82.6446281,0,0,0,0,0,0,0,0.826446281,0.826446281,1.652892562,2.479338843,11.57024793
137374391,-95.51891421,30.17441307,3519,35,19,59.50413223,0,0,12.39669421,0,0,0,0,7.438016529,0,1.652892562,11.57024793,7.438016529
137374392,-95.51891421,30.17829595,3520,35,20,60.33057851,0,0.826446281,11.57024793,0,0,0,0,0,0,0,9.917355372,17.3553719
137374393,-95.51891421,30.18217869,3521,35,21,6.611570248,0,0,49.58677686,0,28.09917355,0,0,0,0,1.652892562,0,14.04958678
137374394,-95.51891421,30.18606127,3522,35,22,4.132231405,0,0,76.03305785,0,14.87603306,0,0,0,0,0.826446281,2.479338843,1.652892562
137374395,-95.51891421,30.1899437,3523,35,23,14.04958678,0,0,71.90082645,0,0,0,0,0,0,2.479338843,0.826446281,10.74380165
137374396,-95.51891421,30.19382598,3524,35,24,40.49586777,0,0,42.97520661,0.826446281,2.479338843,0,0,0,0,0,5.785123967,7.438016529
137374397,-95.51442264,30.17441307,3525,35,25,67.76859504,0,0,9.090909091,0,0,0,0,6.611570248,0,0,1.652892562,14.87603306
137374398,-95.51442264,30.17829595,3526,35,26,48.76033058,0,0,9.090909091,0,0,0,0,0,0,0,11.57024793,30.5785124
137374399,-95.51442264,30.18217869,3527,35,27,19.00826446,0,0,50.41322314,0,0,0,0,0,0,0,20.66115702,9.917355372
137374400,-95.51442264,30.18606127,3528,35,28,47.10743802,0,0,19.00826446,0.826446281,0,0,0,0,0,0,9.090909091,23.96694215
137374401,-95.51442264,30.1899437,3529,35,29,53.71900826,0,42.14876033,0,0,0,1.652892562,0,0,0,2.479338843,0,0
137374402,-95.51442264,30.19382598,3530,35,30,52.0661157,0,0,18.18181818,1.652892562,0,0,0,0,0,0,15.70247934,12.39669421
137374403,-95.50993106,30.17441307,3531,35,31,57.85123967,0,0,4.132231405,0.826446281,0,0,0,7.438016529,0,0,14.04958678,15.70247934
137374404,-95.50993106,30.17829595,3532,35,32,66.11570248,0.826446281,0.826446281,4.958677686,1.652892562,0,0,0,3.305785124,0,0,2.479338843,19.83471074
137374405,-95.50993106,30.18217869,3533,35,33,44.62809917,0,0,14.04958678,3.305785124,0,0,0,0.826446281,0,0,21.48760331,15.70247934
137374406,-95.50993106,30.18606127,3534,35,34,58.67768595,0,0,11.57024793,1.652892562,0,0,0,0,0,0,12.39669421,15.70247934
137374407,-95.50993106,30.1899437,3535,35,35,88.42975207,0,10.74380165,0,0,0,0,0,0,0.826446281,0,0,0
137374408,-95.50993106,30.19382598,3536,35,36,98.34710744,0,0,0,0,0,0,0,0,0,0,0,1.652892562
137374409,-96.75022894,33.08639235,3601,36,1,12.39669421,0,14.87603306,0,0,0,0,0,0,0,0,7.438016529,65.2892562
137374410,-96.75022894,33.09015553,3602,36,2,26.44628099,0,24.79338843,0,0,0,0,0,10.74380165,0,0,21.48760331,16.52892562
137374411,-96.75022894,33.09391855,3603,36,3,28.92561983,0,14.04958678,0,0.826446281,0,0,0,4.132231405,0,0,23.96694215,28.09917355
137374412,-96.75022894,33.09768141,3604,36,4,24.79338843,0,18.18181818,0,0.826446281,0,0,0,6.611570248,0,0,22.31404959,27.27272727
137374413,-96.75022894,33.1014441,3605,36,5,9.917355372,0,22.31404959,0,0,0,0,0,1.652892562,3.305785124,0,7.438016529,55.37190083
137374414,-96.75022894,33.10520664,3606,36,6,14.87603306,0,19.83471074,0,0,0,0,0,19.00826446,1.652892562,0,21.48760331,23.14049587
137374415,-96.74573736,33.08639235,3607,36,7,20.66115702,0,9.917355372,0,1.652892562,0,0,0,7.438016529,0.826446281,0,20.66115702,38.84297521
137374416,-96.74573736,33.09015553,3608,36,8,9.917355372,0,30.5785124,0,0,0,0,0,3.305785124,0,0,29.75206612,26.44628099
137374417,-96.74573736,33.09391855,3609,36,9,28.92561983,0,18.18181818,0,2.479338843,0,0,0,7.438016529,0,0,23.14049587,19.83471074
137374418,-96.74573736,33.09768141,3610,36,10,16.52892562,0,20.66115702,0,2.479338843,0,0,0,10.74380165,0.826446281,0,23.96694215,24.79338843
137374419,-96.74573736,33.1014441,3611,36,11,23.14049587,0,21.48760331,0,0,0,0,0,19.00826446,0.826446281,0,20.66115702,14.87603306
137374420,-96.74573736,33.10520664,3612,36,12,18.18181818,0,13.2231405,0,0.826446281,0,0,0,6.611570248,0,0,19.00826446,42.14876033
137374421,-96.74124579,33.08639235,3613,36,13,15.70247934,0,22.31404959,0,0.826446281,0,0,0,3.305785124,0.826446281,0,14.04958678,42.97520661
137374422,-96.74124579,33.09015553,3614,36,14,19.00826446,1.652892562,27.27272727,0,0.826446281,0,0,0,7.438016529,2.479338843,0,22.31404959,19.00826446
137374423,-96.74124579,33.09391855,3615,36,15,16.52892562,0,12.39669421,0,0.826446281,0,0,0,6.611570248,0,0,38.01652893,25.61983471
137374424,-96.74124579,33.09768141,3616,36,16,15.70247934,1.652892562,20.66115702,0,0,0,0,0,11.57024793,1.652892562,0,19.00826446,29.75206612
137374425,-96.74124579,33.1014441,3617,36,17,10.74380165,0.826446281,15.70247934,0,0,0,0,0,10.74380165,1.652892562,0,32.23140496,28.09917355
137374426,-96.74124579,33.10520664,3618,36,18,16.52892562,0,16.52892562,0,0,0,0,0,9.090909091,0,0,18.18181818,39.66942149
137374427,-96.73675421,33.08639235,3619,36,19,2.479338843,0,30.5785124,0,0,0,0,0,0.826446281,2.479338843,0,6.611570248,57.02479339
137374428,-96.73675421,33.09015553,3620,36,20,59.50413223,0,16.52892562,0,0,0,0,0,4.132231405,0,0,13.2231405,6.611570248
137374429,-96.73675421,33.09391855,3621,36,21,18.18181818,0,17.3553719,0,0.826446281,0,0,0,7.438016529,0,0,24.79338843,31.40495868
137374430,-96.73675421,33.09768141,3622,36,22,19.83471074,0,17.3553719,0,0,0,0,0,22.31404959,0,0,21.48760331,19.00826446
137374431,-96.73675421,33.1014441,3623,36,23,12.39669421,0,12.39669421,0,1.652892562,0,0,0,15.70247934,1.652892562,0,33.05785124,23.14049587
137374432,-96.73675421,33.10520664,3624,36,24,49.58677686,0,48.76033058,0,0,0,0,0,0.826446281,0,0.826446281,0,0
137374433,-96.73226264,33.08639235,3625,36,25,61.98347107,0,15.70247934,0,0,0,0,0,3.305785124,4.958677686,0.826446281,0,13.2231405
137374434,-96.73226264,33.09015553,3626,36,26,10.74380165,0,19.83471074,0,0,0,0,0,11.57024793,2.479338843,0,39.66942149,15.70247934
137374435,-96.73226264,33.09391855,3627,36,27,19.00826446,0,14.87603306,0,0,0,0,0,6.611570248,0,0,35.53719008,23.96694215
137374436,-96.73226264,33.09768141,3628,36,28,11.57024793,0,18.18181818,0,0,0,0,0,4.132231405,1.652892562,0,42.14876033,22.31404959
137374437,-96.73226264,33.1014441,3629,36,29,0,0,0,0,0,0,0,0,0,0,100,0,0
137374438,-96.73226264,33.10520664,3630,36,30,0.826446281,0,17.3553719,0,0,0,0,0,9.917355372,6.611570248,1.652892562,23.96694215,39.66942149
137374439,-96.72777106,33.08639235,3631,36,31,18.18181818,0,51.23966942,0,0,0,0,0,3.305785124,0,14.04958678,0,13.2231405
137374440,-96.72777106,33.09015553,3632,36,32,9.917355372,0,12.39669421,0,0,0,0,0,1.652892562,0.826446281,53.71900826,11.57024793,9.917355372
137374441,-96.72777106,33.09391855,3633,36,33,14.04958678,0,53.71900826,0,0,0,0,0,2.479338843,0,0,14.87603306,14.87603306
137374442,-96.72777106,33.09768141,3634,36,34,47.9338843,0,45.45454545,0,0,0,0,0,6.611570248,0,0,0,0
137374443,-96.72777106,33.1014441,3635,36,35,24.79338843,0,11.57024793,0,0,0,0,0,1.652892562,0,9.090909091,11.57024793,41.32231405
137374444,-96.72777106,33.10520664,3636,36,36,1.652892562,0,27.27272727,0,0.826446281,0,0,0,7.438016529,0,0,44.62809917,18.18181818
137374445,-95.56895894,29.53620079,3701,37,1,0,0,25.61983471,0,0,0,0,0,0,0,0,42.97520661,31.40495868
137374446,-95.56895894,29.54010859,3702,37,2,0,0,25.61983471,0,0,0,0,0,0,0,0,47.10743802,27.27272727
137374447,-95.56895894,29.54401623,3703,37,3,16.52892562,0,22.31404959,0,0,0,0,0,0,0,4.958677686,38.84297521,17.3553719
