OBJECTID,LandCoverID,MeasuredTime,SiteName,MeasuredLatitude,MeasuredLogitude,Elevation,MeasuredElevation,MucDescription
264,31941,6/11/20 1:49,14RPU070593,30.36120033,-97.88639832,237.8000031,237.3999939,"Urban, Roads and Parking"
265,31985,6/11/20 19:22,10TFP313801,44.06240082,-121.3594971,1150.400024,1139.599976,"Herbaceous/Grassland, Short Grass"
266,31938,6/11/20 0:39,14RPU063603,30.37050056,-97.8934021,251.199997,253.8999939,"Herbaceous/Grassland, Short Grass"
267,32681,6/11/20 1:11,14RPU063610,30.37639999,-97.89320374,233.3999939,233.5,"Herbaceous/Grassland, Short Grass"
268,31953,6/11/20 14:33,18TVN953013,42.46469879,-75.05609894,362,360.7000122,null
269,31954,6/11/20 14:37,18TVN955014,42.46549988,-75.05470276,353,354.2000122,null
270,31955,6/11/20 14:40,18TVN954016,42.46749878,-75.05490112,366.7000122,364.3999939,null
271,31956,6/11/20 14:42,18TVN954017,42.46849823,-75.05490112,367.7000122,365.7000122,null
272,31958,6/11/20 18:35,16SGC511408,33.77759933,-84.28730011,303,309.2000122,null
273,32740,6/17/20 17:50,16SGC511408,33.77759933,-84.28730011,303,309.2000122,null
274,31963,6/11/20 23:02,16TDM128726,42.20140076,-88.05549622,245,248.699997,null
275,31967,6/11/20 23:16,16TDM131726,42.20100021,-88.05249786,244,244,null
276,31968,6/11/20 23:25,16TDM133726,42.20119858,-88.04940033,242.3000031,242.3000031,null
277,31969,6/11/20 23:36,14SQB110641,33.09550095,-96.73880005,211.3999939,212.3000031,null
278,32703,6/17/20 3:43,14SQB110641,33.09579849,-96.73899841,211.3999939,213.199997,null
279,35253,7/20/20 22:52,14SQB110641,33.09519958,-96.73880005,211.3999939,211.8000031,null
280,31970,6/11/20 23:40,14SQB110639,33.09410095,-96.73840332,209.8999939,209,null
281,35256,7/20/20 22:57,14SQB110639,33.09379959,-96.73829651,209.8999939,209.3999939,null
282,35258,7/21/20 0:44,14SQB110639,33.09339905,-96.73809814,209.8999939,206.699997,null
283,31971,6/11/20 23:44,14SQB110640,33.09469986,-96.7385025,210.6000061,211.1000061,null
284,35255,7/20/20 22:55,14SQB110640,33.09460068,-96.73870087,210.6000061,209.8999939,null
285,35254,7/20/20 22:53,14SQB110640,33.09479904,-96.73889923,210.6000061,212.699997,null
286,31972,6/11/20 23:49,14SQB110636,33.09109879,-96.73819733,206.199997,206.8000031,null
287,35341,7/21/20 21:03,14SQB110636,33.09109879,-96.7390976,206.199997,207.8000031,null
288,31973,6/11/20 23:55,14SQB106637,33.09199905,-96.74259949,208.699997,209,null
289,35348,7/21/20 21:20,14SQB106637,33.09170151,-96.74340057,208.699997,206.1000061,null
290,35261,7/21/20 0:58,14SQB106637,33.09170151,-96.74299622,208.699997,207.199997,null
291,35346,7/21/20 21:14,14SQB106637,33.09189987,-96.74279785,208.699997,209.6000061,null
292,31974,6/11/20 23:59,14SQB107639,33.09370041,-96.74189758,213.199997,213.699997,null
293,31976,6/12/20 0:51,16TDM120726,42.20140076,-88.06490326,258.7000122,258.2000122,null
294,31977,6/12/20 0:55,16TDM123726,42.20090103,-88.06109619,256.3999939,255.3999939,null
295,31978,6/12/20 1:05,16TDM125726,42.2010994,-88.05870056,252.199997,251.8000031,null
296,31986,6/11/20 19:42,10TFP311796,44.0583992,-121.3622971,1152,1152.199951,"Herbaceous/Grassland, Short Grass"
297,31988,6/11/20 20:01,10TFP310802,44.06409836,-121.3639984,1156.400024,1158.800049,"Trees, Loosely Spaced, Evergreen - Needle Leaved"
298,32168,6/14/20 17:14,18SUJ052270,39.0707016,-77.25090027,88.69999695,84.90000153,null
299,32169,6/14/20 17:17,18SUJ052270,39.0707016,-77.25170135,88.69999695,87.80000305,null
300,32171,6/14/20 17:23,18SUJ057270,39.07099915,-77.24569702,92.90000153,94,null
301,32173,6/14/20 17:27,18SUJ057270,39.0705986,-77.24559784,92.90000153,96.30000305,null
302,32172,6/14/20 17:25,18SUJ057270,39.07099915,-77.24569702,92.90000153,94,null
303,32008,6/12/20 21:00,16SGC528394,33.76490021,-84.27010345,314.7000122,311.1000061,null
304,32009,6/12/20 21:10,16SGC528387,33.75870132,-84.26999664,306.5,312.2999878,null
305,32013,6/12/20 21:18,10TET602901,47.7621994,-122.1962967,41,26.60000038,"Urban, Roads and Parking"
306,32014,6/12/20 21:37,10TET598901,47.76200104,-122.2018967,28.10000038,27.89999962,"Urban, Roads and Parking"
307,32015,6/12/20 21:40,18TXL075176,40.80239868,-73.72519684,29,27.299999239999998,null
308,32016,6/12/20 21:46,10TET597905,47.7655983,-122.2020035,41.5,55.20000076,"Herbaceous/Grassland, Short Grass"
309,32018,6/12/20 21:53,10TET602905,47.7655983,-122.1964035,54.5,55.40000153,"Urban, Roads and Parking"
310,32019,6/12/20 22:04,10TET593905,47.76570129,-122.2078018,27.10000038,33.09999847,"Urban, Roads and Parking"
311,32046,6/13/20 15:31,18TWK305766,40.43980026,-74.63950348,26.5,26.799999239999998,null
312,32047,6/13/20 15:38,18TWK302763,40.43740082,-74.64320374,15.399999619999999,18.60000038,null
313,32048,6/13/20 15:42,18TWK307761,40.43519974,-74.63800049,19.5,21.200000760000002,null
314,32049,6/13/20 15:53,18TWK300760,40.43429947,-74.64550018,19.60000038,15.5,null
315,32427,6/15/20 22:04,18TWK300760,40.43439865,-74.64550018,19.60000038,15.69999981,null
316,32597,6/17/20 0:04,18TWK300760,40.43470001,-74.64520264,19.60000038,14.30000019,null
317,32050,6/13/20 15:58,18TWK304757,40.43220139,-74.64129639,18,21.799999239999998,null
318,32051,6/13/20 16:04,18TWK309754,40.42879868,-74.6352005,25.10000038,25.299999239999998,null
319,32054,6/13/20 13:43,14SQB128729,33.17459869,-96.71720123,225.5,225.5,null
320,32055,6/13/20 13:55,14SQB133729,33.17430115,-96.71170044,233.699997,233.3000031,null
321,32058,6/13/20 18:50,16SGC523405,33.77489853,-84.27529907,327.2000122,326.5,null
322,32059,6/13/20 18:55,16SGC518405,33.77500153,-84.28029633,322.7000122,324.6000061,null
323,32060,6/13/20 19:00,16SGC514405,33.77500153,-84.28510284,316.5,316.7000122,null
324,32061,6/13/20 19:05,16SGC509404,33.77460098,-84.2901001,315.6000061,315.6000061,null
325,32067,6/13/20 19:10,16SGC505404,33.77479935,-84.2947998,312.6000061,313,null
326,32068,6/13/20 19:16,16SGC505399,33.77000046,-84.29470062,315.8999939,314.7999878,null
327,32070,6/13/20 19:27,16SGC505387,33.75960159,-84.29519653,306.5,312.7000122,null
328,32071,6/13/20 19:34,16SGC510388,33.75970078,-84.28939819,306.3999939,307.5,null
329,32072,6/13/20 19:38,16SGC509393,33.76490021,-84.29019928,305.7999878,300.6000061,null
330,32073,6/13/20 19:42,16SGC509399,33.76990128,-84.29019928,316.3999939,311.2999878,null
331,32075,6/13/20 19:46,16SGC515400,33.77050018,-84.28420258,311.1000061,311,null
332,32076,6/13/20 19:52,16SGC518399,33.77000046,-84.2806015,312.2000122,312.8999939,null
333,32077,6/13/20 19:56,16SGC524399,33.76990128,-84.27449799,308.2999878,311.8999939,null
334,32078,6/13/20 20:01,16SGC514393,33.76480103,-84.2845993,298.2999878,299.7999878,null
335,33603,6/24/20 19:18,10TFP319802,44.06340027,-121.3524017,1144,1145.300049,null
336,32087,6/13/20 21:00,16TDM005228,41.75149918,-88.19599915,215.1000061,215.3999939,null
337,32088,6/13/20 21:06,16TDM013230,41.75320053,-88.1867981,214.6000061,214.8999939,null
338,32089,6/13/20 21:15,16TDM019231,41.75419998,-88.17980194,211.8000031,210,null
339,32090,6/13/20 21:19,16TDM024231,41.75439835,-88.17310333,209.3999939,209.8999939,null
340,32091,6/13/20 21:22,16TDM025228,41.75180054,-88.17220306,210.1000061,209.6000061,null
341,32092,6/13/20 21:26,16TDM021227,41.75030136,-88.17639923,208.5,208.699997,null
342,32118,6/13/20 22:03,10TET589909,47.76940155,-122.2133026,35.20000076,31.89999962,"Urban, Roads and Parking"
343,33189,6/13/20 22:14,18TWK481746,40.42150116,-74.43199921,38.70000076,38.40000153,null
344,32117,6/13/20 22:12,10TET589905,47.7655983,-122.2133026,43,38.79999924,"Herbaceous/Grassland, Short Grass"
345,32120,6/13/20 22:21,10TET589901,47.76179886,-122.2133026,45.09999847,38.90000153,"Urban, Residential Property"
346,32121,6/13/20 22:27,10TET589897,47.75799942,-122.2133026,30.299999239999998,25.799999239999998,"Urban, Roads and Parking"
347,32123,6/13/20 22:34,10TET585896,47.75799942,-122.2190018,62.5,62.5,"Urban, Roads and Parking"
348,32125,6/13/20 22:42,10TET580901,47.76179886,-122.2247009,68.80000305,71.69999695,"Herbaceous/Grassland, Short Grass"
349,32126,6/13/20 22:46,10TET585901,47.76179886,-122.2190018,64.09999847,63.40000153,"Urban, Roads and Parking"
350,32128,6/13/20 22:52,10TET585905,47.7655983,-122.2190018,76.09999847,72.59999847,"Herbaceous/Grassland, Short Grass"
351,32129,6/13/20 22:57,10TET580905,47.7655983,-122.2247009,75.90000153,78.59999847,"Herbaceous/Grassland, Short Grass"
352,32130,6/13/20 23:03,10TET580909,47.76940155,-122.2247009,79.5,81.5,"Herbaceous/Grassland, Short Grass"
353,33474,6/14/20 0:01,10TET596745,47.62189865,-122.2065964,66.09999847,69,"Urban, Roads and Parking"
354,32136,6/13/20 22:22,10TET600756,47.63130188,-122.2009964,69.59999847,70.5,"Trees, Closely Spaced, Evergreen - Broad Leaved"
355,32138,6/14/20 2:46,11SLT925779,34.13729858,-118.1649017,225.8000031,228.8999939,"Urban, Residential Property"
356,32155,6/14/20 15:48,19QFV951950,18.03549957,-67.1568985,14.600000380000001,22.39999962,null
357,32158,6/14/20 15:56,19QFV951948,18.03300095,-67.15640259,14.899999619999999,20.60000038,null
358,32159,6/14/20 15:58,16SDB926799,33.25849915,-87.07920074,144.199997,143.1000061,"Trees, Loosely Spaced, Deciduous - Broad Leaved"
359,34987,7/14/20 21:32,19QFV955938,18.02409935,-67.15280151,23,27.700000760000002,null
360,32162,6/14/20 16:20,16SDB922791,33.25170135,-87.08339691,169,171.3999939,"Trees, Loosely Spaced, Deciduous - Broad Leaved"
361,32163,6/14/20 16:26,16SDB925795,33.25469971,-87.07959747,161.8999939,159.199997,"Urban, Roads and Parking"
362,32182,6/14/20 16:34,16SDB930794,33.25439835,-87.07460022,164.3000031,157.8000031,"Trees, Closely Spaced, Evergreen - Needle Leaved"
363,32170,6/14/20 17:21,18SUJ057272,39.07229996,-77.24559784,87.59999847,87,null
364,32174,6/14/20 17:32,18SUJ059260,39.06200027,-77.24289703,90.09999847,89,null
365,32175,6/14/20 17:34,18SUJ059260,39.0617981,-77.24230194,90.09999847,87.09999847,null
366,32183,6/14/20 16:48,16SDB936792,33.25260162,-87.0684967,133.5,152.3000031,"Trees, Loosely Spaced, Deciduous - Broad Leaved"
367,32185,6/14/20 17:15,16SDB943796,33.25569916,-87.06030273,139.8000031,146.1000061,"Trees, Closely Spaced, Evergreen - Needle Leaved"
368,32186,6/14/20 17:39,16SDB930789,33.24959946,-87.07430267,181.199997,175.6000061,"Trees, Closely Spaced, Evergreen - Needle Leaved"
369,32187,6/14/20 17:49,16SDB935789,33.24940109,-87.06909943,133.3000031,127.5,"Trees, Closely Spaced, Evergreen - Needle Leaved"
370,32188,6/14/20 18:13,16SDB940799,33.25838089,-87.06417084,150.8000031,150.1000061,"Trees, Closely Spaced, Deciduous - Broad Leaved"
371,32190,6/14/20 18:50,16SDB920789,33.24940109,-87.08550262,172.6000061,173.1000061,"Trees, Closely Spaced, Deciduous - Broad Leaved"
372,32191,6/14/20 19:01,16SDB925784,33.24517059,-87.07984161,176.6000061,184.5,"Trees, Closely Spaced, Evergreen - Needle Leaved"
373,32192,6/14/20 19:21,16SDB940774,33.2361908,-87.06372833,214.3999939,216.3000031,"Trees, Closely Spaced, Evergreen - Needle Leaved"
374,32195,6/14/20 17:35,11SLT924778,34.13570023,-118.1661987,207.8999939,223.8999939,"Trees, Loosely Spaced, Deciduous - Broad Leaved"
375,32241,6/14/20 17:43,11SLT929778,34.13579941,-118.1605988,245.5,250.5,"Urban, Roads and Parking"
376,32213,6/14/20 0:39,14SQB106634,33.08919907,-96.74299622,214.3000031,211.8000031,null
377,32216,6/14/20 22:15,18TXL075175,40.80210114,-73.72489929,28.10000038,26.89999962,null
378,32215,6/14/20 22:12,18TXL075175,40.80220032,-73.72540283,28.10000038,26.89999962,null
379,32217,6/14/20 22:18,18TXL075175,40.80199814,-73.72530365,28.10000038,26.799999239999998,null
380,32606,6/17/20 0:50,14RPU068529,30.30340004,-97.88890076,257.2000122,252.1000061,null
381,34653,7/8/20 1:18,14RPU068529,30.30380058,-97.88839722,257.2000122,256.6000061,"Trees, Loosely Spaced, Evergreen - Needle Leaved"
382,35332,7/21/20 22:13,14RPU068529,30.30369949,-97.88890076,257.2000122,253.1000061,"Trees, Closely Spaced, Deciduous - Broad Leaved"
383,35605,7/26/20 22:58,14RPU068529,30.30340004,-97.88880157,257.2000122,251.3999939,"Trees, Closely Spaced, Deciduous - Broad Leaved"
384,32297,6/15/20 10:54,32UMA769534,50.13290024,8.67800045,123.0999985,124,null
385,32299,6/15/20 11:16,32UMA769539,50.13729858,8.67780018,126,125.4000015,null
386,32313,6/15/20 12:26,32UMA769544,50.14139938,8.67759991,130,128.8999939,null
387,32314,6/15/20 12:58,32UMA774545,50.14229965,8.68430042,136.3000031,136.8000031,null
388,32316,6/15/20 13:17,32UMA779544,50.14189911,8.69180012,145.8999939,148,null
389,32318,6/15/20 13:38,32UMA779539,50.1371994,8.69169998,143.8999939,145.6000061,null
390,32319,6/15/20 13:52,32UMA777536,50.13489914,8.6885004,135.3000031,136.8999939,null
391,32360,6/14/20 20:26,17TKF765840,41.37689972,-83.67179871,207.1000061,209.5,null
392,32361,6/14/20 20:47,17TKF770841,41.37760162,-83.66619873,208.8999939,209.3999939,null
393,32362,6/14/20 20:57,17TKF774840,41.3769989,-83.66179657,210.199997,209.699997,null
394,32327,6/13/20 17:46,10TFP323801,44.06219864,-121.3480988,1146.300049,1146.400024,"Urban, Roads and Parking"
395,32328,6/13/20 17:53,10TFP318801,44.06230164,-121.3535996,1142.900024,1145.300049,"Trees, Loosely Spaced, Evergreen - Needle Leaved"
396,32330,6/13/20 18:13,10TFP313796,44.05789948,-121.3594971,1152.099976,1151,"Urban, Roads and Parking"
397,32331,6/13/20 18:18,10TFP314790,44.05319977,-121.3595963,1152.400024,1156.199951,"Trees, Loosely Spaced, Evergreen - Needle Leaved"
398,32332,6/13/20 18:23,10TFP318791,44.05350113,-121.3541031,1139.199951,1137.699951,"Trees, Loosely Spaced, Evergreen - Needle Leaved"
399,32364,6/14/20 21:23,17TKF780839,41.37659836,-83.65429688,210.6000061,209.3999939,null
400,32334,6/13/20 18:32,10TFP323791,44.05319977,-121.3480988,1160.5,1162.599976,"Urban, Roads and Parking"
401,32335,6/13/20 18:40,10TFP327790,44.05279922,-121.3423004,1172.400024,1185.599976,"Trees, Closely Spaced, Evergreen - Needle Leaved"
402,32337,6/13/20 18:48,10TFP331791,44.05329895,-121.3371964,1149.599976,1127.400024,"Trees, Closely Spaced, Evergreen - Needle Leaved"
403,32359,6/15/20 17:28,15RTP566418,30.1840992,-95.52719879,49.5,48.90000153,"Trees, Closely Spaced, Evergreen - Broad Leaved"
404,32353,6/15/20 17:35,15RTP569417,30.18250084,-95.52390289,48.70000076,48.59999847,"Urban, Roads and Parking"
405,32354,6/15/20 17:42,15RTP573415,30.18120003,-95.51989746,48.5,47,"Trees, Closely Spaced, Evergreen - Broad Leaved"
406,32355,6/15/20 17:49,15RTP577413,30.17970085,-95.51550293,48.40000153,48.90000153,"Trees, Loosely Spaced, Evergreen - Broad Leaved"
407,32356,6/15/20 17:56,15RTP582412,30.17840004,-95.51080322,47.5,48.20000076,"Trees, Loosely Spaced, Evergreen - Broad Leaved"
408,32370,6/15/20 16:45,17TKF780845,41.38230133,-83.6548996,206.699997,206.5,null
409,32371,6/15/20 16:56,17TKF775844,41.3810997,-83.66000366,207.3000031,206.6000061,null
410,32372,6/15/20 17:11,17TKF769844,41.38069916,-83.66719818,206.8000031,207.8999939,null
411,33370,6/23/20 19:44,18SWJ125116,38.95389938,-74.8553009,1.79999995,2.20000005,null
412,33371,6/23/20 19:45,18SWJ125117,38.95439911,-74.85479736,1.70000005,2.0999999,null
413,33372,6/23/20 19:46,18SWJ126117,38.95500183,-74.85430145,3.20000005,2.20000005,null
414,33373,6/23/20 19:48,18SWJ126118,38.95539856,-74.85399628,1.70000005,2.0999999,null
415,33374,6/23/20 19:51,18SWJ126119,38.95619965,-74.85350037,1.20000005,2,null
416,33375,6/23/20 19:53,18SWJ126120,38.95690155,-74.85389709,1,1.5,null
417,33376,6/23/20 19:54,18SWJ125120,38.95750046,-74.854599,0.2,1.29999995,null
418,33377,6/23/20 19:55,18SWJ125121,38.95840073,-74.85569763,0.69999999,1.10000002,null
419,33402,6/22/20 23:55,14RPU063612,30.37859917,-97.89279938,221.3999939,231.8000031,"Barren, Dirt/Other"
420,33405,6/22/20 23:59,14RPU061616,30.38190079,-97.89569855,215.8999939,215.3999939,"Herbaceous/Grassland, Short Grass"
421,33408,6/23/20 22:24,14RPU062605,30.37220001,-97.89399719,248.199997,250,"Trees, Closely Spaced, Deciduous - Broad Leaved"
422,33423,6/23/20 22:18,14RPU066609,30.37540054,-97.88980103,250.199997,244.699997,"Herbaceous/Grassland, Short Grass"
423,33424,6/23/20 23:16,18STG644531,37.49570084,-77.66459656,110.5,113.3000031,null
424,33437,6/23/20 23:44,18STG648531,37.49570084,-77.6595993,110.5999985,111.199997,null
425,33443,6/24/20 0:04,18STG653526,37.49110031,-77.65370178,103.199997,104.5999985,null
426,33444,6/24/20 0:14,18STG648527,37.49169922,-77.6595993,100.0999985,99,null
427,33447,6/24/20 0:32,18STG655530,37.49459839,-77.65249634,113.699997,114.3000031,null
428,33475,6/14/20 0:08,10TET596740,47.61700058,-122.2067032,53.59999847,54.5,"Urban, Commercial Property"
429,33478,6/14/20 0:24,10TET590740,47.61709976,-122.2136993,51.29999924,62.59999847,"Urban, Roads and Parking"
430,33479,6/14/20 0:30,10TET591745,47.62170029,-122.2127991,92,95.30000305,"Urban, Residential Property"
431,33480,6/14/20 0:36,10TET590750,47.62599945,-122.2136002,106.3000031,108.5999985,"Urban, Residential Property"
432,33481,6/14/20 0:42,10TET590755,47.63050079,-122.2142029,115.8000031,115.8000031,"Urban, Residential Property"
433,33484,6/14/20 0:57,10TET585755,47.63059998,-122.2210007,76.09999847,80.90000153,"Urban, Residential Property"
434,33494,6/21/20 22:25,16TDM006248,41.76950073,-88.1957016,213.1000061,212.699997,"Urban, Roads and Parking"
435,33512,6/23/20 20:53,16TDM019244,41.76539993,-88.17910004,209.1000061,211.1000061,"Herbaceous/Grassland, Short Grass"
436,33498,6/14/20 21:22,10TET585750,47.62580109,-122.2207031,69.09999847,75.5,"Urban, Residential Property"
437,33500,6/22/20 23:29,11SLT939768,34.1269989,-118.1501999,229.699997,228.8999939,"Urban, Commercial Property"
438,33503,6/22/20 23:37,11SLT940773,34.13130188,-118.149498,233.3999939,233.3999939,"Urban, Commercial Property"
439,33505,6/23/20 21:17,16TDM017244,41.76580048,-88.18170166,209.8999939,210,"Urban, Roads and Parking"
440,33506,6/23/20 21:44,16TDM011235,41.75770187,-88.1894989,213.699997,213.8999939,"Urban, Roads and Parking"
441,33508,6/21/20 23:05,16TDM005241,41.76340103,-88.19609833,212.8999939,216.5,"Urban, Roads and Parking"
442,33510,6/21/20 23:19,16TDM011243,41.76459885,-88.188797,212.5,211.199997,"Herbaceous/Grassland, Short Grass"
443,33513,6/23/20 21:03,16TDM023245,41.76689911,-88.17459869,211.5,211.199997,"Herbaceous/Grassland, Short Grass"
444,33514,6/22/20 23:44,11SLT939778,34.13579941,-118.1496964,238.3999939,237.8999939,"Urban, Roads and Parking"
445,33515,6/22/20 23:51,11SLT935778,34.13570023,-118.1548996,248.8000031,248.199997,"Urban, Roads and Parking"
446,33516,6/23/20 20:07,16TDM014228,41.75120163,-88.18569946,212.199997,213.1000061,"Trees, Loosely Spaced, Deciduous - Broad Leaved"
447,33517,6/23/20 20:16,16TDM015235,41.7580986,-88.18470001,213,212.8000031,"Urban, Roads and Parking"
448,33518,6/23/20 20:21,16TDM020237,41.75910187,-88.17849731,212.199997,211.8000031,"Urban, Roads and Parking"
449,33519,6/23/20 21:26,11SLT930782,34.14009857,-118.1604004,262.6000061,263.8999939,"Urban, Roads and Parking"
450,33532,6/22/20 13:08,14RPU166740,30.49340057,-97.78469849,270.3999939,272.2000122,"Urban, Residential Property"
451,33539,6/23/20 23:36,14RPU186746,30.49830055,-97.76339722,280.2000122,280.5,null
452,33541,6/23/20 22:35,15RTN515709,29.54369926,-95.56390381,21.200000760000002,21.700000760000002,null
453,33542,6/23/20 22:43,15RTN529710,29.54439926,-95.54940033,21,21.200000760000002,null
454,33543,6/23/20 22:45,15RTN529706,29.54120064,-95.54969788,21.799999239999998,21.200000760000002,null
455,33545,6/23/20 22:52,15RTN519698,29.53409958,-95.55930328,20.200000760000002,18,null
456,33546,6/23/20 22:58,15RTN523703,29.53849983,-95.55580139,20.200000760000002,20.799999239999998,null
457,33547,6/23/20 23:02,15RTN518703,29.53840065,-95.56060028,19.39999962,19.60000038,null
458,33549,6/23/20 23:17,15RTN510702,29.53689957,-95.56860352,19.5,18.799999239999998,null
459,33550,6/23/20 23:24,15RTN511705,29.53989983,-95.56809998,21.10000038,20.60000038,null
460,33551,6/23/20 23:32,15RTN510719,29.55249977,-95.56890106,19.39999962,20.60000038,null
461,33552,6/23/20 23:46,15RTN515718,29.55200005,-95.56459808,20,19.5,null
462,33575,6/18/20 20:40,15RTP562419,30.18449974,-95.53179932,50.40000153,49.70000076,"Urban, Roads and Parking"
463,33580,6/18/20 21:00,15RTP559415,30.18090057,-95.53450012,53.09999847,52.79999924,null
464,33583,6/18/20 21:09,15RTP562407,30.17359924,-95.53170013,52.09999847,51.90000153,null
465,33584,6/18/20 21:10,15RTP566406,30.17259979,-95.52700043,49.29999924,49.40000153,null
466,33600,6/24/20 18:48,10SEG834288,37.30220032,-122.0585022,186.8000031,175.6000061,"Trees, Loosely Spaced, Not Sure Which"
467,33606,6/14/20 21:27,10TET586745,47.62170029,-122.2200012,56.40000153,59.5,"Urban, Residential Property"
468,33611,6/14/20 21:32,10TET585740,47.61709976,-122.2210999,16.5,15.30000019,"Trees, Loosely Spaced, Deciduous - Broad Leaved"
469,33621,6/21/20 23:05,10TET593748,47.62409973,-122.2098007,93.19999695,87.59999847,"Urban, Roads and Parking"
470,33646,6/23/20 22:32,14RPU075606,30.37290001,-97.88040161,244.6000061,236.8999939,"Urban, Residential Property"
471,33627,6/24/20 18:32,10SEG853297,37.31069946,-122.0363007,86,83.69999695,null
472,33628,6/24/20 18:36,10SEG854293,37.30699921,-122.0358963,89,86.80000305,null
473,33629,6/24/20 18:41,10SEG854288,37.3022995,-122.0358963,94.09999847,92.30000305,null
474,33648,6/23/20 22:41,14RPU064602,30.36940002,-97.89179993,247.8000031,251.1000061,"Trees, Loosely Spaced, Deciduous - Broad Leaved"
475,33636,6/24/20 13:38,14SQB123715,33.16210175,-96.72280121,215.3999939,216.6000061,"Herbaceous/Grassland, Short Grass"
476,33637,6/24/20 14:03,14SQB133714,33.16120148,-96.71199799,229.3999939,228.8000031,"Herbaceous/Grassland, Short Grass"
477,33638,6/24/20 14:15,14SQB138713,33.159599299999996,-96.70670319,226.199997,227,"Herbaceous/Grassland, Short Grass"
478,33643,6/24/20 21:41,16SGC519388,33.75989914,-84.28009796,307.6000061,306.2999878,"Urban, Residential Property"
479,33644,6/24/20 21:45,16SGC519394,33.76509857,-84.27970123,312.2999878,312.8999939,"Trees, Closely Spaced, Deciduous - Broad Leaved"
480,33645,6/24/20 22:35,15SUD607374,39.1753006,-94.6115036,232.199997,233.3000031,null
481,33649,6/23/20 22:47,14RPU056608,30.37529945,-97.90059662,218.699997,225.3999939,"Urban, Residential Property"
482,33650,6/23/20 22:53,14RPU051600,30.36809921,-97.90609741,228.199997,224.8999939,"Trees, Closely Spaced, Deciduous - Broad Leaved"
483,33651,6/23/20 22:56,14RPU049607,30.37380028,-97.90809631,211.699997,212.1000061,"Urban, Residential Property"
484,33656,6/24/20 23:19,14SPB932535,33.00358963,-96.9315033,138,137.5,null
485,33666,6/24/20 23:25,14SPB937535,33.0036087,-96.92622375,141,142.1000061,null
486,33668,6/24/20 23:30,14SPB942535,33.00350189,-96.92102814,145.199997,150.3000031,null
487,33675,6/24/20 23:37,14SPB946535,33.00270081,-96.91670227,145.5,145.3000031,null
488,33677,6/24/20 21:56,14RPU060612,30.37870026,-97.89649963,227.3999939,224.5,"Herbaceous/Grassland, Tall Grass"
489,33678,6/24/20 22:18,14RPU059615,30.3810997,-97.89730072,210.8999939,193,"Barren, Dirt/Other"
490,33679,6/24/20 23:39,14SPB952536,33.00347137,-96.91040802,156.6000061,156.199997,null
491,33680,6/24/20 23:51,14SPB957536,33.00347137,-96.90502167,153,152.199997,null
492,33681,6/24/20 22:28,14RPU057613,30.37989998,-97.89980316,206.5,203.8999939,"Barren, Dirt/Other"
493,33682,6/24/20 22:42,14RPU054613,30.37929916,-97.90219879,226.8999939,223.3999939,"Urban, Residential Property"
494,33683,6/24/20 22:57,14RPU050616,30.38190079,-97.90660095,204.199997,207.5,"Urban, Residential Property"
495,33684,6/24/20 23:58,14SPB957541,33.00812149,-96.90499878,150.5,149.6000061,null
496,33685,6/25/20 0:07,14SPB952541,33.00809097,-96.91030121,148.199997,148.3999939,null
497,33686,6/25/20 0:09,14SPB947541,33.00799942,-96.91570282,155.6000061,155.6000061,null
498,33687,6/25/20 0:21,14SPB942540,33.00802994,-96.92102051,154.199997,154.8999939,null
499,33688,6/25/20 0:23,14SPB937540,33.00802994,-96.92630005,145.5,145.699997,null
500,33689,6/25/20 0:27,14SPB932540,33.00799942,-96.9315567,139.1000061,140,null
501,35009,6/25/20 21:13,19QFV960942,18.02770042,-67.14779663,28.700000760000002,22.39999962,null
502,34910,7/12/20 18:59,19QFV960942,18.02759933,-67.14800262,28.700000760000002,24.299999239999998,null
503,33709,6/25/20 22:12,14RPU065598,30.36619949,-97.89160156,251,253.3000031,"Urban, Roads and Parking"
504,33710,6/25/20 22:15,14RPU070597,30.36470032,-97.88619995,251.6000061,250.1000061,"Urban, Residential Property"
505,33714,6/25/20 22:19,14RPU070592,30.36039925,-97.88639832,241.199997,239.1000061,"Urban, Residential Property"
506,34939,7/9/20 1:16,14RPU070592,30.36079979,-97.88610077,241.199997,234.6000061,"Trees, Closely Spaced, Deciduous - Broad Leaved"
507,33713,6/25/20 22:35,14RPU070603,30.37000084,-97.88600159,282.2000122,284.2000122,"Trees, Closely Spaced, Deciduous - Broad Leaved"
508,33718,6/25/20 23:24,14SPB878512,32.98379898,-96.98989868,140.699997,140.699997,null
509,33722,6/25/20 23:50,14SPB892508,32.979599,-96.97460175,141.8999939,140.699997,null
510,33723,6/25/20 23:55,14SPB887508,32.97949982,-96.97979736,141.5,140.8000031,null
511,33725,6/26/20 0:05,14SPB877507,32.97869873,-96.9905014,141.1000061,141,null
512,33726,6/26/20 0:12,14SPB872509,32.98080063,-96.99629974,139.1000061,139.199997,null
513,33755,6/25/20 23:30,14SPB937529,32.99760056,-96.92619324,139.3000031,139.8999939,null
514,33756,6/25/20 23:33,14SPB942526,32.99462128,-96.9210968,140.5,140.6000061,null
515,33757,6/25/20 23:37,14SPB947526,32.99456024,-96.91561127,153.199997,153.699997,null
516,33758,6/25/20 23:42,14SPB952526,32.99459839,-96.91040039,157.199997,156.5,null
