OBJECTID,FieldNotes,DryFround,LeavesOnTrees,Muddy,RainingSnowing,SnowIce,StandingWater
335,My backyard with five mosquito ovitraps,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
336,(none),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
337,(none),TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
338,Construction of the sidewalks is ongoing at this location.,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
339,Sidewalk construction ongoing.,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
340,(none),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
341,(none),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
342,(none),FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
343,elementary School building,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
344,(none),FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
345,(none),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
346,(none),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
347,(none),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
348,(none),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
349,(none),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
350,(none),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
351,(none),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
352,(none),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
353,No mosquito larvae found (1 potential habitat-rain gutter) residential area,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
354,"No mosquito habitats, ranch area",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
355,On residential property,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
356,It has not rain in over a week,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
357,(none),TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
358,(none),TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
359,"High temperatures, humid weather, mosquitoes  present in the area.",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
360,(none),TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
361,(none),TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
362,(none),TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
363,(none),TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
364,Large Mosquito Larvae Habitat,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
365,(none),TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
366,(none),TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
367,(none),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
368,(none),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
369,(none),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
370,(none),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
371,(none),TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
372,(none),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
373,(none),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
374,Lots of activity- entrance to a footpath down to a large park.,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
375,On a busy residential street,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
376,(none),TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
377,Mosquito traps added,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
378,Mosquito traps added,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
379,Mosquito traps added,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
380,(none),TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
381,"The pond has fish in it and organic pollution, but the nearby runoffs might contain mosquito habitats",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
382,Possible mosquito habitats on pond,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
383,No mosquito habitats (pond has fish),TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
384,(none),TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
385,(none),TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
386,(none),TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
387,(none),TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
388,(none),FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
389,(none),FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
390,(none),TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
391,This is Simpson Garden Park-the pond is man-made and the plants may be planted,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
392,Parking lot of wood county hospital,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
393,(none),TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
394,(none),TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
395,Parking lot of High Lakes Elementary School,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
396,Summit High School,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
397,(none),FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
398,(none),FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
399,(none),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
400,(none),FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
401,I believe construction is happening on the water tanks (N photo),FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
402,(none),FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
403,(none),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
404,(none),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
405,(none),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
406,(none),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
407,(none),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
408,(none),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
409,City park in bowling Green OH,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
410,(none),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
411,(none),TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
412,(none),TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
413,(none),TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
414,(none),TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
415,(none),TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
416,(none),TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
417,(none),TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
418,(none),TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
419,(none),TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
420,(none),TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
421,(none),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
422,(none),TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
423,(none),TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
424,(none),TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
425,(none),FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
426,(none),FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
427,(none),FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
428,"No mosquito habitats found, residential area (next to Washington Federal Bank)",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
429,"No mosquito habitats found,residential area",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
430,"No mosquito habitats observed, residential area on hill",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
431,"No mosquito habitats, residential area on hill",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
432,"No mosquito habitats, residential area",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
433,"No mosquito habitats, residential area",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
434,(none),TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
435,(none),TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
436,"No mosquito habitats, residential area",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
437,(none),TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
438,(none),TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
439,(none),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
440,(none),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
441,(none),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
442,(none),TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
443,Could not take a North picture due to presence of many cars.,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
444,(none),TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
445,(none),TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
446,(none),TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
447,(none),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
448,Directions are slightly off due to presence of houses and cars.,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
449,(none),TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
450,(none),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
451,(none),TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
452,"elevated slope land, next to gravel like road near a farm",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
453,(none),TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
454,(none),TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
455,(none),FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
456,creek on other side,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
457,(none),TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
458,(none),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
459,creek behind the fence,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
460,farm towards the south,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
461,(none),FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
462,(none),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
463,(none),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
464,(none),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
465,(none),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
466,(none),TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
467,"No mosquito habitats, residential area",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
468,"No mosquito habitats, residential area (next to church)",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
469,"Residential area, no mosquito habitats found",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
470,(none),TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
471,(none),TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
472,(none),TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
473,(none),TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
474,(none),TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
475,(none),TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
476,(none),FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
477,(none),FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
478,(none),TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
479,This is the old children’s home. It is mostly grass fields. It was bought by the city schools of Decatur and there are construction plans that have not started yet. This part that I photographed is closer to the main road. On the east side there is a small body of water and nature trails.,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
480,No mosquito habitats,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
481,(none),TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
482,(none),TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
483,(none),TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
484,(none),TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
485,(none),TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
486,(none),TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
487,(none),TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
488,(none),TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
489,(none),TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
490,(none),TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
491,(none),TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
492,(none),TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
493,(none),TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
494,(none),TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
495,(none),TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
496,(none),TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
497,(none),TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
498,(none),TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
499,(none),TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
500,(none),TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
501,It doesn’t rain a lot.,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
502,"High temperatures, drought in the las couple of weeks, mosquitoes present.",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
503,(none),TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
504,(none),TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
505,(none),TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
506,(none),TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
507,(none),TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
508,No mosquito habitat,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
509,No mosquito habitat,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
510,No mosquito habitat,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
511,No mosquito habitat,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
512,No mosquito habitat,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
513,(none),TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
514,(none),TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
515,(none),TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
516,(none),TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
517,(none),TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
518,(none),TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
519,(none),TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
520,(none),TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
521,(none),TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
522,(none),TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
523,No mosquito habitat,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
524,No mosquito habitat,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
525,No mosquito habitat,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
526,No mosquito habitat,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
527,No mosquito habitat,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
528,No mosquito habitat,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
529,No mosquito habitat,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
530,No mosquito habitat,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
531,(none),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
532,(none),TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
533,(none),TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
534,(none),TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
535,(none),TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
536,(none),TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
537,(none),TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
538,(none),TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
539,(none),TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
540,(none),TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
541,(none),TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
542,(none),TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
543,(none),TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
544,(none),TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
545,(none),TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
546,(none),TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
547,(none),TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
548,(none),TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
549,(none),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
550,(none),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
551,(none),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
552,(none),TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
553,(none),TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
554,(none),TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
555,(none),TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
556,(none),TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
557,(none),TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
558,New trees recently planted,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
559,(none),TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
560,No water or mosquitos habitat,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
561,(none),TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
562,(none),TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
563,No standing water or mosquito habitat,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
564,(none),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
565,No standing water,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
566,(none),TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
567,(none),TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
568,(none),TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
569,(none),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
570,(none),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
571,(none),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
572,(none),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
573,(none),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
574,(none),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
575,(none),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
576,(none),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
577,(none),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
578,(none),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
579,(none),TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
580,(none),TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
581,(none),TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
582,(none),TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
583,(none),TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
584,No mosquito habitats,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
585,(none),TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
586,(none),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
587,(none),TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
588,(none),TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
589,(none),TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
590,(none),TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
591,(none),TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
592,(none),TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
593,(none),TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
594,(none),TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
595,(none),TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
596,(none),TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
597,(none),TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
598,(none),TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
599,(none),TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
600,(none),TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
601,(none),TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
602,(none),TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
603,(none),TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
604,(none),TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
605,(none),TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
606,(none),TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
607,(none),TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
608,(none),TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
609,(none),TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
610,(none),TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
611,(none),TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
612,(none),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
613,(none),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
614,(none),TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
615,(none),TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
616,(none),TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
617,(none),TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
618,(none),TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
619,(none),TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
620,(none),TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
621,(none),TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
622,(none),TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
623,(none),TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
624,(none),TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
625,(none),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
626,(none),TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
627,Church of Jesus Christ of Latter Day Saints,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
628,(none),TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
629,(none),TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
630,Westside Church,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
631,(none),TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
632,(none),TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
633,(none),TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
634,West Bend Trail,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
635,(none),TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
636,(none),TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
637,(none),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
638,(none),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
639,(none),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
640,(none),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
641,(none),TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
642,(none),TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
643,(none),TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
644,(none),TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
645,(none),TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
646,(none),TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
647,Residential Neighborhood,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
648,Residential Neighborhood,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
649,(none),TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
650,(none),TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
651,(none),TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
652,(none),TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
653,(none),TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
654,(none),TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
655,(none),TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
656,(none),TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
657,(none),TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
658,(none),TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
659,(none),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
660,No mosquito habitats.,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
661,No mosquito habitats.,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
662,"No mosquito habitats, no standing water",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
663,(none),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
664,(none),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
665,(none),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
666,(none),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
667,(none),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
668,(none),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
669,(none),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
670,(none),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
671,(none),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
672,(none),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
673,(none),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
674,(none),TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
675,(none),TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
676,(none),TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
677,(none),TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
678,(none),TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
679,(none),TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
680,(none),TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
681,(none),TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
682,(none),TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
683,(none),TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
684,(none),TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
685,(none),TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
686,(none),TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
687,(none),TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
688,(none),TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
689,(none),TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
690,(none),TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
691,(none),TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
692,(none),TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
693,(none),TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
694,(none),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
695,(none),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
696,(none),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
697,(none),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
698,(none),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
699,(none),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
700,(none),FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
701,(none),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
702,(none),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
703,(none),FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
704,(none),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
705,(none),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
706,(none),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
707,(none),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
708,Mosquito habitat,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
709,(none),TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
