OBJECTID,BreedingGroundEliminated,Comments,Genus,LarvaeCount,LastIdentifyStage,Adults,Eggs,Pupae,Species,WaterSource,WaterSourceType
265,FALSE,There were mosquitoes around the habitat but there were no larvae.,null,null,identify,null,null,FALSE,null,adult mosquito trap,container: artificial
266,TRUE,It had no water since it was lying dow.,null,null,identify,null,null,FALSE,null,ovitrap,container: artificial
267,FALSE,Many insects like ants and flies but it seem like not any larvae.,null,null,identify,null,null,FALSE,null,ovitrap,container: artificial
268,FALSE,The water of the habitat was a little dirty and had some insects but no mosquito larvae.,null,null,identify,null,null,FALSE,null,ovitrap,container: artificial
269,TRUE,There are more  pupae that larvae. I could not get a larva.,null,null,identify-verify-larva,TRUE,FALSE,FALSE,null,tire,container: artificial
270,TRUE,I could identity mosquito pupae but I couldn’t find larvae.,null,null,identify-verify-larva,TRUE,FALSE,FALSE,null,tire,container: artificial
271,FALSE,null,null,null,identify,null,null,FALSE,null,adult mosquito trap,container: artificial
272,FALSE,There were many adult mosquitoes in the area.,null,null,identify,null,null,FALSE,null,ovitrap,container: artificial
273,FALSE,null,null,null,identify,null,null,FALSE,null,ovitrap,container: artificial
274,FALSE,Many adults mosquitoes in the area.,null,null,identify,null,null,FALSE,null,adult mosquito trap,container: artificial
275,TRUE,null,null,null,identify-siphon-pecten,TRUE,FALSE,TRUE,null,animal trough or water bowl,container: artificial
276,FALSE,There were some strange larvae a but it was not a mosquito larvae.,null,0,identify,TRUE,FALSE,FALSE,null,ovitrap,container: artificial
277,FALSE,Some adults mosquitoes in the area.,null,null,identify,null,null,FALSE,null,adult mosquito trap,container: artificial
278,FALSE,"There were some ants and other insects, but no mosquito larvae.",null,null,identify,null,null,FALSE,null,ovitrap,container: artificial
279,FALSE,null,null,null,identify,null,null,FALSE,null,ovitrap,container: artificial
280,FALSE,null,Culex,4,identify-no-basal-tuft,TRUE,TRUE,FALSE,null,ovitrap,container: artificial
281,FALSE,null,null,10,identify-siphon-shape,TRUE,FALSE,TRUE,null,animal trough or water bowl,container: artificial
282,FALSE,A lot of ants in the trap. No mosquito larvae.,null,null,identify,null,null,FALSE,null,ovitrap,container: artificial
283,FALSE,null,null,null,identify,null,null,FALSE,null,adult mosquito trap,container: artificial
284,TRUE,Many adult mosquitoes inside this habitat.,null,null,identify,null,null,FALSE,null,discarded: other,container: artificial
285,FALSE,null,null,null,identify,null,null,FALSE,null,ovitrap,container: artificial
286,FALSE,null,null,null,identify,null,null,FALSE,null,ovitrap,container: artificial
287,FALSE,null,null,null,identify,null,null,FALSE,null,ovitrap,container: artificial
288,FALSE,null,null,null,identify,null,null,FALSE,null,flower or plant pot/tray,container: artificial
289,FALSE,null,null,null,identify,null,null,FALSE,null,ovitrap,container: artificial
290,FALSE,Some leafs where obstructing the trap.,null,null,identify,null,null,FALSE,null,adult mosquito trap,container: artificial
291,TRUE,The water on the habitat was rain water.,null,null,identify-siphon-pecten,TRUE,FALSE,FALSE,null,dish or pot,container: artificial
292,TRUE,null,null,null,identify-siphon-pecten,null,null,FALSE,null,pond,still: lake/pond/swamp
293,FALSE,"1 tsp salt, salt accumulated at bottom, rainy weather, some debris and bugs",null,0,null,FALSE,FALSE,FALSE,null,"cement, metal or plastic tank",container: artificial
294,FALSE,"Grass, some debris and bugs",null,0,null,FALSE,FALSE,FALSE,null,"cement, metal or plastic tank",container: artificial
295,FALSE,"1/2 tsp yeast, rainy weather, some bugs and debris",null,0,null,FALSE,FALSE,FALSE,null,"cement, metal or plastic tank",container: artificial
296,FALSE,"1/2 tsp yeast, sunny, bugs",null,0,null,FALSE,FALSE,FALSE,null,"cement, metal or plastic tank",container: artificial
297,FALSE,null,null,2,identify,FALSE,TRUE,FALSE,null,fountain or bird bath,container: artificial
298,TRUE,null,null,null,identify,null,null,FALSE,null,jar,container: artificial
299,TRUE,null,null,null,identify,null,null,FALSE,null,jar,container: artificial
300,FALSE,null,null,null,identify,null,null,FALSE,null,ovitrap,container: artificial
301,FALSE,null,null,null,identify,null,null,FALSE,null,adult mosquito trap,container: artificial
302,FALSE,null,null,null,identify,null,null,FALSE,null,ovitrap,container: artificial
303,FALSE,null,null,null,identify,null,null,FALSE,null,"puddle or still water next to a creek, stream or river",flowing: still water found next to river or stream
304,FALSE,null,null,null,identify,null,null,FALSE,null,ditch,still: lake/pond/swamp
305,FALSE,null,null,null,identify,null,null,FALSE,null,ditch,still: lake/pond/swamp
306,FALSE,null,null,null,identify-later,null,null,FALSE,null,ditch,still: lake/pond/swamp
307,FALSE,null,null,null,identify,null,null,FALSE,null,ditch,still: lake/pond/swamp
308,FALSE,null,null,null,identify,null,null,FALSE,null,lake,still: lake/pond/swamp
309,TRUE,null,null,null,identify,null,null,FALSE,null,can or bottle,container: artificial
310,FALSE,null,null,5,identify-later,FALSE,TRUE,FALSE,null,ditch,still: lake/pond/swamp
311,FALSE,null,null,null,identify,null,null,FALSE,null,"puddle, vehhicle or animal tracks",still: lake/pond/swamp
312,FALSE,null,null,null,identify,FALSE,FALSE,FALSE,null,pond,still: lake/pond/swamp
313,FALSE,"Trap placed next to shady, wooden fence.",null,null,identify-later,null,null,FALSE,null,adult mosquito trap,container: artificial
314,TRUE,"None of the traps had any mosquitoes larvae inside. The baits used were: yeast&sugar, fish food, tap water, creek water, water&grass clippings",null,0,identify,FALSE,FALSE,FALSE,null,ovitrap,container: artificial
315,FALSE,null,null,null,identify,null,null,FALSE,null,ovitrap,container: artificial
316,FALSE,Still no mosquitoes,null,null,identify,null,null,FALSE,null,ovitrap,container: artificial
317,FALSE,null,null,null,identify,null,null,FALSE,null,ovitrap,container: artificial
318,FALSE,null,null,0,identify,FALSE,FALSE,FALSE,null,ovitrap,container: artificial
319,FALSE,still nothing,null,0,null,FALSE,FALSE,FALSE,null,ovitrap,container: artificial
320,FALSE,null,null,null,identify,null,null,FALSE,null,reservoir,still: lake/pond/swamp
321,FALSE,null,null,null,identify,null,null,FALSE,null,pool,container: artificial
322,FALSE,null,null,null,identify,null,null,FALSE,null,adult mosquito trap,container: artificial
323,FALSE,null,null,null,identify,null,null,FALSE,null,pond,still: lake/pond/swamp
324,FALSE,null,null,null,identify,null,null,FALSE,null,swamp or wetland,still: lake/pond/swamp
325,FALSE,Pond water sample,null,null,identify,null,null,FALSE,null,"cement, metal or plastic tank",container: artificial
326,FALSE,Bottled water trap,null,null,identify,null,null,FALSE,null,"cement, metal or plastic tank",container: artificial
327,FALSE,Grass,null,null,identify,null,null,FALSE,null,"cement, metal or plastic tank",container: artificial
328,TRUE,Dead adults,null,0,identify,TRUE,null,FALSE,null,"cement, metal or plastic tank",container: artificial
329,FALSE,Bottled water,null,null,identify,null,null,FALSE,null,jar,container: artificial
330,FALSE,Grass water,null,null,identify,null,null,FALSE,null,ovitrap,container: artificial
331,FALSE,Banana,null,null,identify,null,null,FALSE,null,ovitrap,container: artificial
332,FALSE,Bottled water,null,null,identify,null,null,FALSE,null,ovitrap,container: artificial
333,FALSE,Tap water,null,null,identify,null,null,FALSE,null,ovitrap,container: artificial
334,TRUE,Grass water,null,6,identify-siphon-hairs,FALSE,FALSE,FALSE,null,ovitrap,container: artificial
335,FALSE,Banana water,null,null,identify,null,null,FALSE,null,ovitrap,container: artificial
336,FALSE,null,null,null,identify,null,null,FALSE,null,other,flowing: still water found next to river or stream
337,TRUE,"My microscope skills are bad, so I’ll try to identify some other samples later this week",null,5,identify,FALSE,FALSE,FALSE,null,"puddle or still water next to a creek, stream or river",flowing: still water found next to river or stream
338,FALSE,Mosquito season still hasn't really started yet,null,0,identify,FALSE,FALSE,FALSE,null,pond,still: lake/pond/swamp
339,FALSE,null,null,null,identify,null,null,FALSE,null,ditch,still: lake/pond/swamp
340,FALSE,null,null,null,identify,null,null,FALSE,null,ditch,still: lake/pond/swamp
341,TRUE,null,null,3,identify-verify-larva,FALSE,FALSE,FALSE,null,lake,still: lake/pond/swamp
342,TRUE,null,null,1,identify-verify-larva,FALSE,FALSE,FALSE,null,lake,still: lake/pond/swamp
343,TRUE,"Microscopic bugs and grass present, but no mosquito larvae.",null,0,identify,FALSE,FALSE,FALSE,null,lake,still: lake/pond/swamp
344,TRUE,null,null,0,identify,FALSE,FALSE,FALSE,null,lake,still: lake/pond/swamp
345,FALSE,null,null,null,identify,null,null,FALSE,null,plant clumps (bamboo etc),container: natural
346,FALSE,null,null,null,identify,null,null,FALSE,null,"cement, metal or plastic tank",container: artificial
347,FALSE,null,null,11,identify-siphon-pecten,TRUE,FALSE,TRUE,null,ditch,still: lake/pond/swamp
348,FALSE,null,null,null,identify,null,null,FALSE,null,"puddle, vehhicle or animal tracks",still: lake/pond/swamp
349,FALSE,null,null,null,identify,null,null,FALSE,null,"puddle, vehhicle or animal tracks",still: lake/pond/swamp
350,FALSE,null,null,null,identify,null,null,FALSE,null,ditch,still: lake/pond/swamp
351,FALSE,There is also a large black bug (not a mosquito) and two smaller bugs that I can’t identity.,null,1,identify,null,null,FALSE,null,other,container: artificial
352,FALSE,Lots of tadpoles meaning no mosquitoes,null,null,identify,null,null,FALSE,null,other,container: natural
353,FALSE,null,null,null,identify,null,null,FALSE,null,other,container: artificial
354,FALSE,null,null,null,identify,null,null,FALSE,null,pond,still: lake/pond/swamp
355,FALSE,null,null,null,identify,null,null,FALSE,null,"puddle or still water next to a creek, stream or river",flowing: still water found next to river or stream
356,FALSE,null,null,null,identify,null,null,FALSE,null,"puddle or still water next to a creek, stream or river",flowing: still water found next to river or stream
357,FALSE,null,null,null,identify,null,null,FALSE,null,lake,still: lake/pond/swamp
358,FALSE,null,null,null,identify,null,null,FALSE,null,ditch,still: lake/pond/swamp
359,FALSE,null,null,null,identify,TRUE,TRUE,FALSE,null,ditch,still: lake/pond/swamp
360,FALSE,null,null,null,identify,null,null,FALSE,null,"puddle or still water next to a creek, stream or river",flowing: still water found next to river or stream
361,TRUE,null,null,0,identify-verify-larva,FALSE,FALSE,FALSE,null,"puddle or still water next to a creek, stream or river",flowing: still water found next to river or stream
362,TRUE,null,null,0,null,FALSE,FALSE,FALSE,null,pond,still: lake/pond/swamp
363,TRUE,null,null,0,null,FALSE,FALSE,FALSE,null,pond,still: lake/pond/swamp
364,TRUE,null,null,0,null,FALSE,FALSE,FALSE,null,pond,still: lake/pond/swamp
365,FALSE,null,null,null,identify,null,null,FALSE,null,rain gutter or other architectural feature,container: artificial
366,FALSE,null,null,null,identify,null,null,FALSE,null,adult mosquito trap,container: artificial
367,FALSE,null,null,null,identify,null,null,FALSE,null,adult mosquito trap,container: artificial
368,FALSE,null,null,null,identify,null,null,FALSE,null,adult mosquito trap,container: artificial
369,TRUE,null,null,0,identify,FALSE,FALSE,FALSE,null,pond,still: lake/pond/swamp
370,FALSE,null,null,null,identify,null,null,FALSE,null,ditch,still: lake/pond/swamp
371,FALSE,null,null,null,identify,null,null,FALSE,null,ditch,still: lake/pond/swamp
372,FALSE,null,null,null,identify,null,null,FALSE,null,"puddle or still water next to a creek, stream or river",flowing: still water found next to river or stream
373,FALSE,null,Aedes,12,identify-aedes-albopictus,TRUE,TRUE,TRUE,albopictus,pond,still: lake/pond/swamp
374,FALSE,No mosquito larvas,null,null,identify,null,null,FALSE,null,adult mosquito trap,container: artificial
375,FALSE,null,null,null,identify,null,null,FALSE,null,pond,still: lake/pond/swamp
376,FALSE,null,null,null,identify,null,null,FALSE,null,pond,still: lake/pond/swamp
377,FALSE,null,null,null,identify,null,null,FALSE,null,"cement, metal or plastic tank",container: artificial
378,TRUE,null,null,7,identify-verify-larva,FALSE,FALSE,FALSE,null,ditch,still: lake/pond/swamp
379,TRUE,null,null,null,identify,null,null,FALSE,null,"cement, metal or plastic tank",container: artificial
380,FALSE,null,null,1,identify-verify-larva,FALSE,FALSE,FALSE,null,ovitrap,container: artificial
381,TRUE,Presence of aquatic bugs in lake but no larvae visible in lake or sample.,null,0,identify,FALSE,FALSE,FALSE,null,pond,still: lake/pond/swamp
382,TRUE,null,null,0,identify,FALSE,FALSE,FALSE,null,pond,still: lake/pond/swamp
383,TRUE,"Microscopic grass and bugs present, but no larvae.",null,0,identify,FALSE,FALSE,FALSE,null,lake,still: lake/pond/swamp
384,TRUE,null,null,0,identify,FALSE,FALSE,FALSE,null,lake,still: lake/pond/swamp
385,FALSE,null,null,null,null,FALSE,TRUE,FALSE,null,ovitrap,container: artificial
386,FALSE,null,null,null,identify,null,null,FALSE,null,adult mosquito trap,container: artificial
387,FALSE,null,null,null,identify,TRUE,TRUE,FALSE,null,ovitrap,container: artificial
388,FALSE,null,null,null,null,TRUE,FALSE,FALSE,null,adult mosquito trap,container: artificial
389,FALSE,null,null,4,identify,TRUE,TRUE,FALSE,null,ovitrap,container: artificial
390,FALSE,null,null,null,null,TRUE,FALSE,FALSE,null,adult mosquito trap,container: artificial
391,TRUE,null,null,null,null,FALSE,FALSE,FALSE,null,ovitrap,container: artificial
392,FALSE,"While there were no pupae, the number of mosquitoes in the area and the potential eggs and larvae in the water and lack of any fish or sunlight makes me think there might be a mosquito breeding ground there.",null,15,identify,TRUE,TRUE,FALSE,null,pond,still: lake/pond/swamp
393,FALSE,null,null,null,identify,null,null,FALSE,null,jar,container: artificial
394,FALSE,null,null,null,identify,null,null,FALSE,null,jar,container: artificial
395,FALSE,"Different locations: next to air conditioning fan (really loud), in the bushes, under the sink on the patio, wet area, under tree",null,null,identify,null,null,FALSE,null,ovitrap,container: artificial
396,FALSE,Isolated area with stagnant water consistently present,null,null,identify,null,null,FALSE,null,ditch,still: lake/pond/swamp
397,FALSE,null,null,null,identify,null,null,FALSE,null,adult mosquito trap,container: artificial
398,FALSE,null,null,null,identify,null,null,FALSE,null,adult mosquito trap,container: artificial
399,TRUE,null,null,null,identify,FALSE,FALSE,FALSE,null,"cement, metal or plastic tank",container: artificial
400,TRUE,null,null,null,identify,null,null,FALSE,null,pond,still: lake/pond/swamp
401,FALSE,null,null,null,identify,null,null,FALSE,null,ditch,still: lake/pond/swamp
402,FALSE,null,null,null,identify,null,null,FALSE,null,adult mosquito trap,container: artificial
403,FALSE,null,null,null,identify,null,null,FALSE,null,adult mosquito trap,container: artificial
404,FALSE,This is one of my mosquito traps. I have not seen any larvae yet,null,null,identify-later,null,null,FALSE,null,"cement, metal or plastic tank",container: artificial
405,FALSE,This old flower pot had some water in it and is located under a small tree.,null,null,identify-later,null,null,FALSE,null,dish or pot,container: artificial
406,FALSE,Trap placed near tree and against fence,null,null,identify-later,null,null,FALSE,null,adult mosquito trap,container: artificial
407,FALSE,"Trap placed in shady, old wooden shack.",null,null,identify-later,null,null,FALSE,null,adult mosquito trap,container: artificial
408,FALSE,null,null,null,identify,null,null,FALSE,null,rain gutter or other architectural feature,container: artificial
409,FALSE,null,null,2,identify-later,TRUE,FALSE,FALSE,null,adult mosquito trap,container: artificial
410,FALSE,The trap held no life but the liquid texture changed.,null,null,identify-later,null,null,FALSE,null,ovitrap,container: artificial
411,FALSE,There were the most insects in this trap.,null,null,identify-later,null,null,FALSE,null,adult mosquito trap,container: artificial
412,FALSE,This was my most successful trap thus far,null,null,identify-analyze-siphon,FALSE,TRUE,FALSE,null,adult mosquito trap,container: artificial
413,FALSE,No larva present,null,null,identify-later,null,null,FALSE,null,adult mosquito trap,container: artificial
414,FALSE,This trap was initially against a tree in a park but was moved to a shady backyard area,null,null,identify-later,null,null,FALSE,null,adult mosquito trap,container: artificial
415,FALSE,The larvae do not look like mosquitos,null,null,identify-verify-larva,FALSE,FALSE,FALSE,null,adult mosquito trap,container: artificial
416,FALSE,No larvae,null,null,identify-later,null,null,FALSE,null,adult mosquito trap,container: artificial
417,FALSE,The larvae are all mostly a darker brown shade,null,null,identify-later,FALSE,TRUE,FALSE,null,adult mosquito trap,container: artificial
418,FALSE,No larvae or any insects within trap,null,null,identify-later,null,null,FALSE,null,adult mosquito trap,container: artificial
419,FALSE,No mosquitoes or larvae,null,null,identify-later,null,null,FALSE,null,adult mosquito trap,container: artificial
420,TRUE,This is a plastic box that was left outside on a rainy week,Anopheles,3,identify-later,FALSE,TRUE,FALSE,null,dish or pot,container: artificial
421,FALSE,This trap collected other insects that were not mosquitoes.,null,null,identify-later,null,null,FALSE,null,adult mosquito trap,container: artificial
422,FALSE,Very few and small larvae,null,20,identify-later,FALSE,TRUE,FALSE,null,adult mosquito trap,container: artificial
423,FALSE,null,null,null,identify-later,null,null,FALSE,null,adult mosquito trap,container: artificial
424,FALSE,null,null,null,identify-siphon-hairs,FALSE,FALSE,FALSE,null,adult mosquito trap,container: artificial
425,FALSE,null,null,null,identify-siphon-shape,FALSE,FALSE,FALSE,null,adult mosquito trap,container: artificial
426,FALSE,null,null,null,identify-later,null,null,FALSE,null,adult mosquito trap,container: artificial
427,FALSE,null,null,null,identify-siphon-shape,FALSE,FALSE,FALSE,null,adult mosquito trap,container: artificial
428,FALSE,All the insects and life in the trap were dead.,null,null,identify-later,null,null,FALSE,null,adult mosquito trap,container: artificial
429,FALSE,null,null,null,identify,null,null,FALSE,null,"puddle or still water next to a creek, stream or river",flowing: still water found next to river or stream
430,FALSE,Large Breeding Ground from poor rain drainage,null,42,identify-saddle-comb,TRUE,TRUE,TRUE,null,pond,still: lake/pond/swamp
431,FALSE,null,null,null,identify,null,null,FALSE,null,"puddle or still water next to a creek, stream or river",flowing: still water found next to river or stream
432,FALSE,null,null,0,identify,TRUE,FALSE,FALSE,null,"puddle or still water next to a creek, stream or river",flowing: still water found next to river or stream
433,FALSE,null,null,null,identify,null,null,FALSE,null,"puddle or still water next to a creek, stream or river",flowing: still water found next to river or stream
434,FALSE,null,null,null,identify,null,null,FALSE,null,"puddle or still water next to a creek, stream or river",flowing: still water found next to river or stream
435,FALSE,null,null,null,identify,null,null,FALSE,null,"puddle or still water next to a creek, stream or river",flowing: still water found next to river or stream
436,FALSE,null,null,null,identify,null,null,FALSE,null,"puddle or still water next to a creek, stream or river",flowing: still water found next to river or stream
437,FALSE,"This water area was covered in algae. The area seemed like a good place for mosquitoes, but maybe the algae interfered.",null,0,identify,TRUE,FALSE,FALSE,null,pond,still: lake/pond/swamp
438,FALSE,null,null,null,identify,null,null,FALSE,null,ovitrap,container: artificial
439,FALSE,null,null,null,identify,null,null,FALSE,null,ovitrap,container: artificial
440,FALSE,null,null,null,identify,null,null,FALSE,null,ovitrap,container: artificial
441,FALSE,null,null,null,identify,null,null,FALSE,null,ovitrap,container: artificial
442,FALSE,null,null,null,identify,null,null,FALSE,null,ovitrap,container: artificial
443,FALSE,null,null,null,identify,null,null,FALSE,null,ovitrap,container: artificial
444,FALSE,null,null,1,identify,FALSE,FALSE,FALSE,null,ovitrap,container: artificial
445,FALSE,"One other dead bug on the popsicle stick, not a mosquito",null,2,identify,null,null,FALSE,null,ovitrap,container: artificial
446,FALSE,null,null,0,identify,FALSE,FALSE,FALSE,null,ovitrap,container: artificial
447,FALSE,null,null,0,identify,FALSE,FALSE,FALSE,null,ovitrap,container: artificial
448,FALSE,1 adult mosquito dead in the top of the trap,Aedes,0,null,TRUE,FALSE,FALSE,incerta,ovitrap,container: artificial
449,FALSE,null,null,0,null,FALSE,FALSE,FALSE,null,ovitrap,container: artificial
450,FALSE,null,null,0,identify,FALSE,TRUE,FALSE,null,ovitrap,container: artificial
451,FALSE,null,null,null,identify,null,null,FALSE,null,ovitrap,container: artificial
452,FALSE,null,null,null,identify,null,null,FALSE,null,ovitrap,container: artificial
453,FALSE,null,null,null,identify,null,null,FALSE,null,ovitrap,container: artificial
454,FALSE,There is algae on some of the traps,null,0,identify,null,null,FALSE,null,ovitrap,container: artificial
455,TRUE,Sample contained many water bugs but no evidence of mosquito larvae presence.,null,0,identify,FALSE,FALSE,FALSE,null,pond,still: lake/pond/swamp
456,TRUE,"Large spider was attracted, but no presence of mosquito larvae.",null,0,identify,FALSE,FALSE,FALSE,null,dish or pot,container: artificial
457,TRUE,"No mosquito larvae present, but many different bugs were present.",null,0,identify,null,null,FALSE,null,dish or pot,container: artificial
458,TRUE,No mosquitoes presence but ants seemed to have been attracted by the mixture.,null,0,identify,FALSE,FALSE,FALSE,null,dish or pot,container: artificial
459,TRUE,No insects present.,null,0,identify,FALSE,FALSE,FALSE,null,dish or pot,container: artificial
460,TRUE,No insect presence detected.,null,0,identify,FALSE,FALSE,FALSE,null,dish or pot,container: artificial
461,FALSE,null,null,null,identify,null,null,FALSE,null,"public works - culvert, bridge, road",container: artificial
462,TRUE,"There were no mosquito larvae because the trap  was lying down, it seems like an animal was push it.",null,null,identify,null,null,FALSE,null,adult mosquito trap,container: artificial
463,TRUE,null,null,null,identify,null,null,FALSE,null,animal trough or water bowl,container: artificial
464,FALSE,null,null,null,identify,null,null,FALSE,null,ovitrap,container: artificial
465,FALSE,"Some adult mosquitoes in the area. In the trap there was an egg, but I wasn’t able to identity it.",null,null,identify,null,null,FALSE,null,ovitrap,container: artificial
466,FALSE,"Many adult mosquitoes around the trap, but no larvae present.",null,null,identify,null,null,FALSE,null,adult mosquito trap,container: artificial
467,TRUE,null,null,null,identify,null,null,FALSE,null,adult mosquito trap,container: artificial
468,FALSE,null,null,0,identify,TRUE,FALSE,FALSE,null,other,flowing: still water found next to river or stream
469,TRUE,Fish in pond,null,0,identify,TRUE,FALSE,FALSE,null,pond,still: lake/pond/swamp
470,TRUE,null,null,0,identify,FALSE,FALSE,FALSE,null,other,flowing: still water found next to river or stream
471,TRUE,null,null,0,identify,FALSE,FALSE,FALSE,null,adult mosquito trap,container: artificial
472,FALSE,null,null,null,identify,null,null,FALSE,null,"puddle or still water next to a creek, stream or river",flowing: still water found next to river or stream
473,FALSE,null,null,null,identify,null,null,FALSE,null,tire,container: artificial
474,TRUE,null,null,1,identify,TRUE,FALSE,FALSE,null,pond,still: lake/pond/swamp
475,TRUE,null,null,null,identify,null,null,FALSE,null,lake,still: lake/pond/swamp
476,TRUE,Lots of debris but no evidence of any mosquito presence.,null,0,identify-later,FALSE,FALSE,FALSE,null,pond,still: lake/pond/swamp
477,TRUE,null,null,0,identify,FALSE,FALSE,FALSE,null,pond,still: lake/pond/swamp
478,TRUE,Many aquatic bugs but no larvae present.,null,0,identify,FALSE,FALSE,FALSE,null,pond,still: lake/pond/swamp
479,TRUE,null,null,0,identify,FALSE,FALSE,FALSE,null,lake,still: lake/pond/swamp
480,TRUE,Found a larva but it is not a mosquito larva.,null,1,identify-verify-larva,FALSE,FALSE,FALSE,null,lake,still: lake/pond/swamp
481,TRUE,null,null,0,identify,FALSE,FALSE,FALSE,null,lake,still: lake/pond/swamp
482,TRUE,null,null,0,identify,FALSE,FALSE,FALSE,null,lake,still: lake/pond/swamp
483,TRUE,null,null,0,identify,FALSE,FALSE,FALSE,null,lake,still: lake/pond/swamp
484,FALSE,No larvae found today.,null,null,identify-verify-larva,null,null,FALSE,null,"cement, metal or plastic tank",container: artificial
485,FALSE,This is one of my artificial mosquito traps. There is no larvae in the trap yet.,null,null,identify-later,null,null,FALSE,null,"cement, metal or plastic tank",container: artificial
486,FALSE,"This is my control mosquito trap, that Is away from any vegetation. I have not seen any larvae yet.",null,null,null,null,null,FALSE,null,"cement, metal or plastic tank",container: artificial
487,FALSE,This is one of my mosquito traps hanging from a tree. I don’t see any larvae yet.,null,null,identify-later,null,null,FALSE,null,"cement, metal or plastic tank",container: artificial
488,FALSE,null,null,null,identify-verify-larva,null,null,FALSE,null,adult mosquito trap,container: artificial
489,TRUE,null,Anopheles,5,identify-no-siphon,FALSE,FALSE,FALSE,null,pond,still: lake/pond/swamp
490,TRUE,null,null,3,identify-verify-larva,FALSE,FALSE,FALSE,null,"cement, metal or plastic tank",container: artificial
491,TRUE,null,null,null,identify-verify-larva,null,null,FALSE,null,"cement, metal or plastic tank",container: artificial
492,TRUE,Unsure if this is a larva or not.,null,1,identify-verify-larva,FALSE,FALSE,FALSE,null,"cement, metal or plastic tank",container: artificial
493,TRUE,null,null,4,identify-verify-larva,FALSE,FALSE,FALSE,null,"cement, metal or plastic tank",container: artificial
494,TRUE,null,null,null,identify-verify-larva,null,null,FALSE,null,"cement, metal or plastic tank",container: artificial
495,TRUE,null,null,null,identify,null,null,FALSE,null,"cement, metal or plastic tank",container: artificial
496,TRUE,null,null,null,identify,null,null,FALSE,null,"cement, metal or plastic tank",container: artificial
497,TRUE,null,null,null,identify,null,null,FALSE,null,"cement, metal or plastic tank",container: artificial
498,FALSE,null,null,null,identify,null,null,FALSE,null,"cement, metal or plastic tank",container: artificial
499,TRUE,null,null,2,identify-verify-larva,FALSE,FALSE,FALSE,null,"cement, metal or plastic tank",container: artificial
500,FALSE,null,null,null,identify,null,null,FALSE,null,"cement, metal or plastic tank",container: artificial
501,TRUE,null,null,null,identify,null,null,FALSE,null,"cement, metal or plastic tank",container: artificial
502,TRUE,null,null,null,identify,null,null,FALSE,null,"cement, metal or plastic tank",container: artificial
503,TRUE,null,null,null,identify,null,null,FALSE,null,"cement, metal or plastic tank",container: artificial
504,FALSE,null,null,null,identify,null,null,FALSE,null,pond,still: lake/pond/swamp
505,TRUE,null,null,null,identify,null,null,FALSE,null,"cement, metal or plastic tank",container: artificial
506,TRUE,null,null,null,identify,null,null,FALSE,null,"cement, metal or plastic tank",container: artificial
507,TRUE,null,null,null,identify,null,null,FALSE,null,"cement, metal or plastic tank",container: artificial
508,TRUE,null,null,null,identify,null,null,FALSE,null,"cement, metal or plastic tank",container: artificial
509,TRUE,Lots of ants,null,0,null,FALSE,FALSE,FALSE,null,"cement, metal or plastic tank",container: artificial
510,TRUE,null,null,null,identify,null,null,FALSE,null,"cement, metal or plastic tank",container: artificial
511,TRUE,null,null,null,identify,null,null,FALSE,null,"cement, metal or plastic tank",container: artificial
512,TRUE,null,null,null,identify,null,null,FALSE,null,pond,still: lake/pond/swamp
513,TRUE,"The container was in a shadow of a house, near some trees. In the area there is drought and high temperatures.",null,null,identify-siphon-pecten,TRUE,FALSE,TRUE,null,"cement, metal or plastic tank",container: artificial
514,FALSE,It was resent rain water.,null,null,identify,null,null,FALSE,null,"cement, metal or plastic tank",container: artificial
515,TRUE,null,null,null,identify,null,null,FALSE,null,"puddle or still water next to a creek, stream or river",flowing: still water found next to river or stream
516,TRUE,null,null,null,identify-verify-larva,null,null,FALSE,null,"cement, metal or plastic tank",container: artificial
517,TRUE,null,null,null,identify,null,null,FALSE,null,"cement, metal or plastic tank",container: artificial
518,TRUE,null,null,0,identify,FALSE,FALSE,FALSE,null,adult mosquito trap,container: artificial
519,FALSE,null,null,null,identify,null,null,FALSE,null,ovitrap,container: artificial
520,FALSE,null,null,null,identify,null,null,FALSE,null,pond,still: lake/pond/swamp
521,FALSE,null,null,null,identify,null,null,FALSE,null,ovitrap,container: artificial
522,FALSE,null,null,null,identify,null,null,FALSE,null,ovitrap,container: artificial
523,TRUE,null,null,0,identify,FALSE,FALSE,FALSE,null,lake,still: lake/pond/swamp
524,TRUE,null,null,0,identify,FALSE,FALSE,FALSE,null,lake,still: lake/pond/swamp
525,FALSE,null,null,null,identify,null,null,FALSE,null,"puddle or still water next to a creek, stream or river",flowing: still water found next to river or stream
526,TRUE,null,null,0,identify,FALSE,FALSE,FALSE,null,"puddle or still water next to a creek, stream or river",flowing: still water found next to river or stream
527,FALSE,null,null,null,identify,null,null,FALSE,null,pond,still: lake/pond/swamp
528,TRUE,null,null,null,identify,null,null,FALSE,null,"cement, metal or plastic tank",container: artificial
529,FALSE,null,null,0,identify,FALSE,FALSE,FALSE,null,other,container: artificial
530,TRUE,null,null,null,identify,null,null,FALSE,null,"cement, metal or plastic tank",container: artificial
531,FALSE,null,null,0,identify,FALSE,FALSE,FALSE,null,animal trough or water bowl,container: artificial
532,FALSE,null,null,0,identify,FALSE,FALSE,FALSE,null,animal trough or water bowl,container: artificial
